...1;...2;id_record;id_study;id_control;id_effect;authors;publication_year;bibtexkey;category;author;title;year;journal;doi;language_record;language_materials;country;population;modality;incentives;incentive_notes;preregistered;open_data;open_data_claimed;open_materials;n_total;n_control;n_mi;within_between;accuracy_control_prop;accuracy_mi_prop;accuracy_control_mean;accuracy_mi_mean;accuracy_control_sd;accuracy_mi_sd;accuracy_type;accuracy_reverse;test_statistic;statistic_type;control_type;notes_comparison;notes_source;age_mean;age_median;age_sd;age_min;age_max;gender_female_prop;neuro_condition;preevent_valence;preevent_warning;preevent_alcohol;event_medium;event_materials;event_valence;postevent_recall;postevent_warning;postevent_retention_interval;exposure_medium;exposure_method;exposure_credibility;exposure_valence;postexposure_recall;postexposure_retention_interval;postexposure_warning;postexposure_correction;test_type;test_medium;item_centrality;items_control;items_misled;items_total;notes_moderators;notes_general;total_accuracy_control_mean;total_accuracy_mi_mean;total_accuracy_control_sd;total_accuracy_mi_sd;total_accuracy_control_prop;total_accuracy_mi_prop;id;yi;vi
190;867;184;184_02;184_02_01;0867;ceci;1987;Ceci_1987;article;"Stephen J. Ceci; David F. Ross; Michael P. Toglia";Suggestibility of children{\textquotesingle}s memory: Psycholegal implications.;1987;Journal of Experimental Psychology: General;10.1037/0096-3445.116.1.38;en;en;us;community;field;NA;NA;0;0;0;0;102;26,000;26,000;between;NA;NA;0,7400;0,2900;NA;NA;proportion;0;4.75;F(1, 160) a ageXcondition interaction;neutral;comparing misled and non-misled children exposed to PEI by a 7 y/o child confederate;p.43;4,600;NA;NA;NA;NA;0,5100;NA;no_manipulation;0;0;live;loren_story_ceci_1987;NA;0;0;24,00;live;interview;no_manipulation;no_manipulation;0;48;0;0;recognition;live;NA;2;2;4;group size was infered from total sample size.;NA;0,740000000;0,290000000;0,1751061826944350;0,18305851519107799;NA;NA;899;2,47428722906825271;0,13578939703779089
191;868;184;184_02;184_02_02;0868;ceci;1987;Ceci_1987;article;"Stephen J. Ceci; David F. Ross; Michael P. Toglia";Suggestibility of children{\textquotesingle}s memory: Psycholegal implications.;1987;Journal of Experimental Psychology: General;10.1037/0096-3445.116.1.38;en;en;us;community;field;NA;NA;0;0;0;0;102;26,000;26,000;between;NA;NA;0,7100;0,5300;NA;NA;proportion;0;4.75;F(1, 160) a ageXcondition interaction;neutral;comparing misled and non-misled children exposed to PEI by an adult confederate;p.43;4,600;NA;NA;NA;NA;0,5100;NA;no_manipulation;0;0;live;loren_story_ceci_1987;NA;0;0;24,00;live;interview;no_manipulation;no_manipulation;0;48;0;0;recognition;live;NA;2;2;4;group size was infered from total sample size.;NA;0,710000000;0,530000000;0,2228079140186310;0,23047100007533999;NA;NA;900;0,78211809462449555;0,08280489148018319
192;891;189;189_01;189_01_01;0891;zaragoza;1989;NA;NA;NA;NA;NA;NA;10.1037//0278-7393.15.2.246;en;en;us;students;lab;required;perticipation was needed as partial fulfillment of a course;0;0;0;0;72;72,000;72,000;within;NA;NA;0,7700;0,5300;NA;NA;proportion;0;4.1;t(71);neutral;comparing misled and control items in the original recall group;p.248;NA;NA;NA;NA;NA;NA;NA;no_manipulation;0;0;visual;theft_slides_mccloskey_zaragoza_1985;NA;0;0;0,00;text;narrative;no_manipulation;no_manipulation;0;0;0;0;recognition;text;NA;4;4;8;test is foced choise meaning that only 4 critical items are presented and 4 fillers.;A preliminary replicatipn of the misinfromation effect;0,770000000;0,530000000;0,1512670069932940;0,14301186800003099;NA;NA;923;1,62183513593903461;0,03691093475057773
193;892;189;189_02;189_02_01;0892;zaragoza;1989;NA;NA;NA;NA;NA;NA;10.1037//0278-7393.15.2.246;en;en;us;students;lab;required;perticipation was needed as partial fulfillment of a course;0;0;0;0;192;192,000;192,000;within;NA;NA;0,4200;0,4000;NA;NA;proportion;0;1.84;t();neutral;comparing correct source attribution of correct information between misled and non-misled items.;p.250;NA;NA;NA;NA;NA;NA;NA;no_manipulation;0;0;visual;theft_slides_mccloskey_zaragoza_1985;NA;0;0;0,00;text;narrative;no_manipulation;no_manipulation;0;0;0;0;source_monitoring;text;NA;4;4;4;source monetoring on the four test slides;Using the source monetoring test;0,420000000;0,400000000;0,2865488827228550;0,49876379966735801;NA;NA;924;0,04907479178874451;0,01041980251977748
194;893;189;189_03;189_03_01;0893;zaragoza;1989;NA;NA;NA;NA;NA;NA;10.1037//0278-7393.15.2.246;en;en;us;students;lab;required;perticipation was needed as partial fulfillment of a course;0;0;0;0;192;192,000;192,000;within;NA;NA;0,3900;0,3600;NA;NA;proportion;0;.26;t();neutral;comparing correct source attribution of correct information between misled and non-misled items.;p.250;NA;NA;NA;NA;NA;NA;NA;no_manipulation;0;0;visual;theft_slides_mccloskey_zaragoza_1985;NA;0;0;0,00;text;narrative;no_manipulation;no_manipulation;0;24;0;0;source_monitoring;text;NA;4;4;4;source monetoring on the four test slides;Using the source monetoring test;0,390000000;0,360000000;0,3112880289554600;0,52786850929260298;NA;NA;925;0,06909567529888681;0,01042288308899090
195;1151;230;230_01;230_01_01;1151;lassiter;1988;Lassiter_1987;article;"G. Daniel Lassiter; Julie I. Stone; Michael F. Weigold";Effect of Leading Questions on the Self-Monitoring-Memory Correlation;1987;Personality and Social Psychology Bulletin;10.1177/0146167287134010;en;en;us;students;lab;NA;NA;0;0;0;0;48;12,000;12,000;between;NA;NA;0,5800;1,0800;NA;NA;count;1;NA;NA;no_misinformation;comparing control and misled groups on action memory errors in the fine unit condition;table 1, p.230;NA;NA;NA;NA;NA;NA;NA;no_manipulation;0;0;visual;everyday_video_lassiter_1984;NA;0;0;0,00;text;questionnair;no_manipulation;no_manipulation;0;0;0;0;recognition;text;NA;5;5;10;NA;this is the second experimetn in the study, it looks at how leading questions affect recall across two action  recognition conditions: gross unit and fine unit.;0,884000000;0,784000000;0,1228267252445220;0,13807673752307900;NA;NA;1183;0,73882165776550179;0,17803869670798675
196;1152;230;230_01;230_01_02;1152;lassiter;1988;Lassiter_1987;article;"G. Daniel Lassiter; Julie I. Stone; Michael F. Weigold";Effect of Leading Questions on the Self-Monitoring-Memory Correlation;1987;Personality and Social Psychology Bulletin;10.1177/0146167287134010;en;en;us;students;lab;NA;NA;0;0;0;0;48;12,000;12,000;between;NA;NA;1,0000;1,5800;NA;NA;count;1;NA;NA;no_misinformation;comparing control and misled groups  on action memory errors in the gross unit condition;table 1, p.230;NA;NA;NA;NA;NA;NA;NA;no_manipulation;0;0;visual;everyday_video_lassiter_1984;NA;0;0;0,00;text;questionnair;no_manipulation;no_manipulation;0;0;0;0;recognition;text;NA;5;5;10;NA;this is the second experimetn in the study, it looks at how leading questions affect recall across two action  recognition conditions: gross unit and fine unit.;0,800000000;0,684000000;0,1189109981060030;0,12557363510131800;NA;NA;1184;0,91580981667931050;0,18413974209012901
197;1153;230;230_01;230_01_03;1153;lassiter;1988;Lassiter_1987;article;"G. Daniel Lassiter; Julie I. Stone; Michael F. Weigold";Effect of Leading Questions on the Self-Monitoring-Memory Correlation;1987;Personality and Social Psychology Bulletin;10.1177/0146167287134010;en;en;us;students;lab;NA;NA;0;0;0;0;48;12,000;12,000;between;NA;NA;2,5800;2,1700;NA;NA;count;1;NA;NA;no_misinformation;comparing control and misled groups  on non-action memory errors in the fine unit condition;table 1, p.230;NA;NA;NA;NA;NA;NA;NA;no_manipulation;0;0;visual;everyday_video_lassiter_1984;NA;0;0;0,00;text;questionnair;no_manipulation;no_manipulation;0;0;0;0;recognition;text;NA;5;5;10;NA;this is the second experimetn in the study, it looks at how leading questions affect recall across two action  recognition conditions: gross unit and fine unit.;0,484000000;0,566000000;0,2171588242053990;0,22167010605335200;NA;NA;1185;-0,36079103063609341;0,16937854516223863
198;1154;230;230_01;230_01_04;1154;lassiter;1988;Lassiter_1987;article;"G. Daniel Lassiter; Julie I. Stone; Michael F. Weigold";Effect of Leading Questions on the Self-Monitoring-Memory Correlation;1987;Personality and Social Psychology Bulletin;10.1177/0146167287134010;en;en;us;students;lab;NA;NA;0;0;0;0;48;12,000;12,000;between;NA;NA;1,7500;1,9200;NA;NA;count;1;NA;NA;no_misinformation;comparing control and misled groups on non-action memory errors in the gross unit condition;table 1, p.230;NA;NA;NA;NA;NA;NA;NA;no_manipulation;0;0;visual;everyday_video_lassiter_1984;NA;0;0;0,00;text;questionnair;no_manipulation;no_manipulation;0;0;0;0;recognition;text;NA;5;5;10;NA;this is the second experimetn in the study, it looks at how leading questions affect recall across two action  recognition conditions: gross unit and fine unit.;0,650000000;0,616000000;0,1927325427532200;0,20885179936885800;NA;NA;1186;0,16334755905212442;0,16722255052183932
199;1170;236;236_01;236_01_01;1170;gurney;2015;Gurney_2014;article;Daniel John Gurney;What{\textquotesingle}s Left Unsaid: How Nonverbal Influence Compares with Verbal Influence;2014;Psychiatry, Psychology and Law;10.1080/13218719.2014.985624;en;en;gb;students;lab;course_credit;NA;0;0;0;0;92;46,000;46,000;within;NA;NA;0,7530;0,3190;NA;NA;proportion;0;NA;NA;consistent;comparing consistent to misled in the verbal condition;p.9;28,780;NA;12,8800;NA;NA;0,6960;NA;no_manipulation;0;0;audiovisual;theft_gurney_2015;NA;0;0;0,00;live;interview;no_manipulation;no_manipulation;0;0;0;0;recognition;live;NA;5;5;5;NA;this study examines how non-verbal gestures can be misleading.;0,753000000;0,319000000;0,2599836289882660;0,23916804790496801;NA;NA;1202;1,72291453475436263;0,05961105703297740
200;1171;236;236_01;236_01_01;1171;gurney;2015;Gurney_2014;article;Daniel John Gurney;What{\textquotesingle}s Left Unsaid: How Nonverbal Influence Compares with Verbal Influence;2014;Psychiatry, Psychology and Law;10.1080/13218719.2014.985624;en;en;gb;students;lab;course_credit;NA;0;0;0;0;92;46,000;46,000;within;NA;NA;0,7530;0,3910;NA;NA;proportion;0;NA;NA;consistent;comparing consistent to misled in the non-verbal condition;p.9;28,780;NA;12,8800;NA;NA;0,6960;NA;no_manipulation;0;0;audiovisual;theft_gurney_2015;NA;0;0;0,00;live;interview;no_manipulation;no_manipulation;0;0;0;0;recognition;live;NA;5;5;5;NA;this study examines how non-verbal gestures can be misleading.;0,753000000;0,391000000;0,2694825530052190;0,24698083102703100;NA;NA;1203;1,38880434799606434;0,05396074737506942
201;1200;243;243_01;243_01_01;1200;McClosky;1985;NA;NA;NA;NA;NA;NA;10.1037//0096-3445.114.1.1;en;en;us;students;lab;NA;NA;0;0;0;0;120;60,000;60,000;within;NA;NA;0,6700;0,4000;NA;NA;proportion;0;4;t(59);neutral;comparing misled and neutral(control) items in the standard test;table 5 and 6 on page 7. T-statistics are taken from the same page and reflect the lowest t-value.;NA;NA;NA;NA;NA;NA;NA;no_manipulation;0;0;visual;theft_slides_mccloskey_zaragoza_1985;NA;0;0;0,00;text;narrative;no_manipulation;no_manipulation;0;0;0;0;recognition;text;NA;2;2;36;NA;The classic McClosky and Zaragoza study. There are 5 experiments all usign the standard and the modified test. The t-test statistic is the lowest reported on the within subjects tests.;0,670000000;0,400000000;0,2700386345386510;0,27217558026313798;NA;NA;1232;0,98956299621113775;0,03741347884779318
202;1201;243;243_01;243_01_02;1201;McClosky;1985;NA;NA;NA;NA;NA;NA;10.1037//0096-3445.114.1.1;en;en;us;students;lab;NA;NA;0;0;0;0;120;60,000;60,000;within;NA;NA;0,7100;0,6600;NA;NA;proportion;0;1.6;t(59);neutral;comparing misled and neutral(control) items in the modified test;table 5 and 6 on page 7. T-statistics are taken from the same page and reflect the lowest t-value.;NA;NA;NA;NA;NA;NA;NA;no_manipulation;0;0;visual;theft_slides_mccloskey_zaragoza_1985;NA;0;0;0,00;text;narrative;no_manipulation;no_manipulation;0;0;0;0;modified_test;text;NA;2;2;36;NA;The classic McClosky and Zaragoza study. There are 5 experiments all usign the standard and the modified test. The t-test statistic is the lowest reported on the within subjects tests.;0,710000000;0,660000000;0,2127216160297390;0,23526240885257699;NA;NA;1233;0,22151970951151520;0,03353779575709194
203;1202;243;243_02;243_02_01;1202;McClosky;1985;NA;NA;NA;NA;NA;NA;10.1037//0096-3445.114.1.1;en;en;us;students;lab;NA;NA;0;0;0;0;168;84,000;84,000;within;NA;NA;0,7200;0,4000;NA;NA;proportion;0;4;t(83);neutral;comparing misled and neutral(control) items in the standard test;table 5 and 6 on page 7. T-statistics are taken from the same page and reflect the lowest t-value.;NA;NA;NA;NA;NA;NA;NA;no_manipulation;0;0;visual;theft_slides_mccloskey_zaragoza_1985;NA;0;0;0,00;text;narrative;no_manipulation;no_manipulation;0;0;0;0;recognition;text;NA;2;2;36;NA;The classic McClosky and Zaragoza study. There are 5 experiments all usign the standard and the modified test. The t-test statistic is the lowest reported on the within subjects tests.;0,720000000;0,400000000;0,2668100893497470;0,26991680264473000;NA;NA;1234;1,18699599442349535;0,02800285562731376
204;1203;243;243_02;243_02_02;1203;McClosky;1985;NA;NA;NA;NA;NA;NA;10.1037//0096-3445.114.1.1;en;en;us;students;lab;NA;NA;0;0;0;0;168;84,000;84,000;within;NA;NA;0,7700;0,7100;NA;NA;proportion;0;1.6;t(83);neutral;comparing misled and neutral(control) items in the modified test;table 5 and 6 on page 7. T-statistics are taken from the same page and reflect the lowest t-value.;NA;NA;NA;NA;NA;NA;NA;no_manipulation;0;0;visual;theft_slides_mccloskey_zaragoza_1985;NA;0;0;0,00;text;narrative;no_manipulation;no_manipulation;0;0;0;0;modified_test;text;NA;2;2;36;NA;The classic McClosky and Zaragoza study. There are 5 experiments all usign the standard and the modified test. The t-test statistic is the lowest reported on the within subjects tests.;0,770000000;0,710000000;0,2174157947301860;0,20023442804813399;NA;NA;1235;0,28577962398613938;0,02405258926632637
205;1204;243;243_03;243_03_01;1204;McClosky;1985;NA;NA;NA;NA;NA;NA;10.1037//0096-3445.114.1.1;en;en;us;students;lab;NA;NA;0;0;0;0;121;49,000;49,000;within;NA;NA;0,7000;0,3500;NA;NA;proportion;0;4;t(48);neutral;comparing misled and neutral(control) items in the standard test;table 5 and 6 on page 7. T-statistics are taken from the same page and reflect the lowest t-value.;NA;NA;NA;NA;NA;NA;NA;no_manipulation;0;0;visual;theft_slides_mccloskey_zaragoza_1985;NA;0;0;0,00;text;narrative;no_manipulation;no_manipulation;0;0;0;0;recognition;text;NA;2;2;36;NA;The classic McClosky and Zaragoza study. There are 5 experiments all usign the standard and the modified test. The t-test statistic is the lowest reported on the within subjects tests.;0,700000000;0,350000000;0,3044334053993230;0,28210899233818099;NA;NA;1236;1,18322575883129599;0,04795930202225457
206;1205;243;243_03;243_03_02;1205;McClosky;1985;NA;NA;NA;NA;NA;NA;10.1037//0096-3445.114.1.1;en;en;us;students;lab;NA;NA;0;0;0;0;121;72,000;72,000;within;NA;NA;0,7300;0,7700;NA;NA;proportion;0;1.6;t(71);neutral;comparing misled and neutral(control) items in the modified test;table 5 and 6 on page 7. T-statistics are taken from the same page and reflect the lowest t-value.;NA;NA;NA;NA;NA;NA;NA;no_manipulation;0;0;visual;theft_slides_mccloskey_zaragoza_1985;NA;0;0;0,00;text;narrative;no_manipulation;no_manipulation;0;0;0;0;modified_test;text;NA;2;2;36;NA;The classic McClosky and Zaragoza study. There are 5 experiments all usign the standard and the modified test. The t-test statistic is the lowest reported on the within subjects tests.;0,730000000;0,770000000;0,2582244575023650;0,28130623698234603;NA;NA;1237;-0,14735746035027622;0,02785317437889195
207;1206;243;243_04;243_04_01;1206;McClosky;1985;NA;NA;NA;NA;NA;NA;10.1037//0096-3445.114.1.1;en;en;us;students;lab;NA;NA;0;0;0;0;144;72,000;72,000;within;NA;NA;0,7500;0,4200;NA;NA;proportion;0;4;t(71);neutral;comparing misled and neutral(control) items in the standard test;table 5 and 6 on page 7. T-statistics are taken from the same page and reflect the lowest t-value.;NA;NA;NA;NA;NA;NA;NA;no_manipulation;0;0;visual;theft_slides_mccloskey_zaragoza_1985;NA;0;0;0,00;text;narrative;no_manipulation;no_manipulation;0;0;0;0;recognition;text;NA;2;2;36;NA;The classic McClosky and Zaragoza study. There are 5 experiments all usign the standard and the modified test. The t-test statistic is the lowest reported on the within subjects tests.;0,750000000;0,420000000;0,2310464531183240;0,22168233990669300;NA;NA;1238;1,44980070047905829;0,03507611830246378
208;1207;243;243_04;243_04_02;1207;McClosky;1985;NA;NA;NA;NA;NA;NA;10.1037//0096-3445.114.1.1;en;en;us;students;lab;NA;NA;0;0;0;0;144;72,000;72,000;within;NA;NA;0,8100;0,7400;NA;NA;proportion;0;1.6;t(71);neutral;comparing misled and neutral(control) items in the modified test;table 5 and 6 on page 7. T-statistics are taken from the same page and reflect the lowest t-value.;NA;NA;NA;NA;NA;NA;NA;no_manipulation;0;0;visual;theft_slides_mccloskey_zaragoza_1985;NA;0;0;0,00;text;narrative;no_manipulation;no_manipulation;0;0;0;0;modified_test;text;NA;2;2;36;NA;The classic McClosky and Zaragoza study. There are 5 experiments all usign the standard and the modified test. The t-test statistic is the lowest reported on the within subjects tests.;0,810000000;0,740000000;0,1976129710674290;0,20701356232166301;NA;NA;1239;0,34407400792032150;0,02818884348238317
209;1208;243;243_05;243_05_01;1208;McClosky;1985;NA;NA;NA;NA;NA;NA;10.1037//0096-3445.114.1.1;en;en;us;students;lab;NA;NA;0;0;0;0;120;48,000;48,000;within;NA;NA;0,7500;0,3000;NA;NA;proportion;0;4;t(47);neutral;comparing misled and neutral(control) items in the standard test;table 5 and 6 on page 7. T-statistics are taken from the same page and reflect the lowest t-value.;NA;NA;NA;NA;NA;NA;NA;no_manipulation;0;0;visual;theft_slides_mccloskey_zaragoza_1985;NA;0;0;0,00;text;narrative;no_manipulation;no_manipulation;0;0;0;0;recognition;text;NA;2;2;36;NA;The classic McClosky and Zaragoza study. There are 5 experiments all usign the standard and the modified test. The t-test statistic is the lowest reported on the within subjects tests.;0,750000000;0,300000000;0,3279540240764620;0,32622686028480502;NA;NA;1240;1,36475048685026223;0,05136741610082306
210;1209;243;243_05;243_05_02;1209;McClosky;1985;NA;NA;NA;NA;NA;NA;10.1037//0096-3445.114.1.1;en;en;us;students;lab;NA;NA;0;0;0;0;120;72,000;72,000;within;NA;NA;0,6800;0,7000;NA;NA;proportion;0;1.6;t(71);neutral;comparing misled and neutral(control) items in the modified test;table 5 and 6 on page 7. T-statistics are taken from the same page and reflect the lowest t-value.;NA;NA;NA;NA;NA;NA;NA;no_manipulation;0;0;visual;theft_slides_mccloskey_zaragoza_1985;NA;0;0;0,00;text;narrative;no_manipulation;no_manipulation;0;0;0;0;modified_test;text;NA;2;2;36;NA;The classic McClosky and Zaragoza study. There are 5 experiments all usign the standard and the modified test. The t-test statistic is the lowest reported on the within subjects tests.;0,680000000;0,700000000;0,2090359330177310;0,22972215712070501;NA;NA;1241;-0,09058328505063117;0,02780626851225890
211;1210;243;243_06;243_06_01;1210;McClosky;1985;NA;NA;NA;NA;NA;NA;10.1037//0096-3445.114.1.1;en;en;us;students;lab;NA;NA;0;0;0;0;120;36,000;36,000;within;NA;NA;0,7500;0,3600;NA;NA;proportion;0;4;t(35);neutral;comparing misled and neutral(control) items in the standard test;table 5 and 6 on page 7. T-statistics are taken from the same page and reflect the lowest t-value.;NA;NA;NA;NA;NA;NA;NA;no_manipulation;0;0;visual;theft_slides_mccloskey_zaragoza_1985;NA;0;0;0,00;text;narrative;no_manipulation;no_manipulation;0;0;0;0;recognition;text;NA;2;2;36;NA;The classic McClosky and Zaragoza study. There are 5 experiments all usign the standard and the modified test. The t-test statistic is the lowest reported on the within subjects tests.;0,750000000;0,360000000;0,2463504374027250;0,24028366804122900;NA;NA;1242;1,58547852088638463;0,07301209819577832
212;1211;243;243_06;243_06_02;1211;McClosky;1985;NA;NA;NA;NA;NA;NA;10.1037//0096-3445.114.1.1;en;en;us;students;lab;NA;NA;0;0;0;0;120;84,000;84,000;within;NA;NA;0,7700;0,7100;NA;NA;proportion;0;1.6;t(83);neutral;comparing misled and neutral(control) items in the modified test;table 5 and 6 on page 7. T-statistics are taken from the same page and reflect the lowest t-value.;NA;NA;NA;NA;NA;NA;NA;no_manipulation;0;0;visual;theft_slides_mccloskey_zaragoza_1985;NA;0;0;0,00;text;narrative;no_manipulation;no_manipulation;0;0;0;0;modified_test;text;NA;2;2;36;NA;The classic McClosky and Zaragoza study. There are 5 experiments all usign the standard and the modified test. The t-test statistic is the lowest reported on the within subjects tests.;0,770000000;0,710000000;0,2174157947301860;0,20023442804813399;NA;NA;1243;0,28577962398613938;0,02405258926632637
213;1312;258;258_01;258_01_01;1312;houston;1999;NA;NA;NA;NA;NA;NA;NA;en;en;us;students;lab;course_credit;NA;0;0;0;0;306;43,000;57,000;between;NA;NA;0,5891;0,5417;NA;NA;proportion;0;omit;omit;no_misinformation;mini clip recognition test, misleading vs. not misleading, thinking condition. No misinformation control.;table 3, p51;NA;NA;NA;NA;NA;NA;NA;no_manipulation;0;0;audiovisual;the_stunt_man_movie;no_manipulation;0;0;48,00;text;initial_test;no_manipulation;no_manipulation;2;0;0;0;recognition;audiovisual;NA;3;3;16;Demographics were apparently recorded but not reported.;No variance information available and insufficient inferential statistics to infer variance.;0,589000000;0,542000000;0,2320502847433090;0,26931101083755499;NA;NA;1344;0,18361014360407008;0,04096823702678271
214;1313;258;258_01;258_01_02;1313;houston;1999;NA;NA;NA;NA;NA;NA;NA;en;en;us;students;lab;course_credit;NA;0;0;0;0;306;47,000;53,000;between;NA;NA;0,6159;0,5157;NA;NA;proportion;0;omit;omit;no_misinformation;mini clip recognition test, misleading vs. not misleading, suppression condition. No misinformation control.;table 3, p51;NA;NA;NA;NA;NA;NA;NA;no_manipulation;0;0;audiovisual;the_stunt_man_movie;no_manipulation;0;0;48,00;text;initial_test;no_manipulation;no_manipulation;2;0;0;0;recognition;audiovisual;NA;3;3;16;Demographics were apparently recorded but not reported.;No variance information available and insufficient inferential statistics to infer variance.;0,616000000;0,516000000;0,2198404967784880;0,24396002292633101;NA;NA;1345;0,42598191485711523;0,04105182323190941
215;1314;258;258_01;258_01_03;1314;houston;1999;NA;NA;NA;NA;NA;NA;NA;en;en;us;students;lab;course_credit;NA;0;0;0;0;306;44,000;57,000;between;NA;NA;0,5635;0,4909;NA;NA;proportion;0;omit;omit;no_misinformation;mini clip recognition test, misleading vs. not misleading, no instruction condition. No misinformation control.;table 3, p51;NA;NA;NA;NA;NA;NA;NA;no_manipulation;0;0;audiovisual;the_stunt_man_movie;no_manipulation;0;0;48,00;text;initial_test;no_manipulation;no_manipulation;2;0;0;0;recognition;audiovisual;NA;3;3;16;Demographics were apparently recorded but not reported.;No variance information available and insufficient inferential statistics to infer variance.;0,564000000;0,491000000;0,2390134185552600;0,27338391542434698;NA;NA;1346;0,27969422699784929;0,04065840396360308
216;9;002;002_01;002_01_01;0009;blank et al;2013;Blank_2013;article;"Hartmut Blank; James Ost; Jo Davies; Georgina Jones; Katie Lambert; Kelly Salmon";Comparing the influence of directly vs. indirectly encountered post-event misinformation on eyewitness remembering;2013;Acta Psychologica;10.1016/j.actpsy.2013.10.006;en;en;gb;students;lab;course_credit_or_money;course credit or 5 GBP;0;0;0;0;120;60,000;60,000;within;NA;NA;0,2700;0,2100;0,2400;0,1900;proportion;0;omit;omit;consistent;students;Table 2, p.639;NA;19,0;NA;18,000;42,000;NA;NA;no_manipulation;0;0;visual;CCTV_robbery_jewellery_store_youtube_anonymous_2011;NA;0;0;0,00;live;cowitness;NA;no_manipulation;0;0;0;0;free_recall;text;NA;3;3;NA;two tests were conducted, recall and regocnition. Free recal was first and forced choice recognition directly after. The tests were not the same, but some dependency between the measures must be assumed.;A 2 (influence type: direct vs. indirect) × 2 (post-warning: yes vs. no) experimental design. With exposure to misleading details (vs. no exposure) and time of assessment (immediately vs. one week later) were within-participants factors. We did not assess the repeated test);0,270000000;0,210000000;0,2400000000000000;0,19000000000000000;NA;NA;9;0,27543581537739598;0,03364943703496921
217;10;002;002_01;002_01_02;0010;blank et al;2013;Blank_2013;article;"Hartmut Blank; James Ost; Jo Davies; Georgina Jones; Katie Lambert; Kelly Salmon";Comparing the influence of directly vs. indirectly encountered post-event misinformation on eyewitness remembering;2013;Acta Psychologica;10.1016/j.actpsy.2013.10.006;en;en;gb;students;lab;course_credit_or_money;course credit or 5 GBP;0;0;0;0;120;60,000;60,000;within;NA;NA;0,1900;0,1700;0,2000;0,2200;proportion;0;omit;omit;consistent;students;Table 2, p.639;NA;19,0;NA;18,000;42,000;NA;NA;no_manipulation;0;0;visual;CCTV_robbery_jewellery_store_youtube_anonymous_2011;NA;0;0;0,00;text;narrative;NA;no_manipulation;0;0;0;0;free_recall;text;NA;3;3;NA;two tests were conducted, recall and regocnition. Free recal was first and forced choice recognition directly after. The tests were not the same, but some dependency between the measures must be assumed.;A 2 (influence type: direct vs. indirect) × 2 (post-warning: yes vs. no) experimental design. With exposure to misleading details (vs. no exposure) and time of assessment (immediately vs. one week later) were within-participants factors. We did not assess the repeated test);0,190000000;0,170000000;0,2000000000000000;0,22000000000000000;NA;NA;10;0,09452415852032968;0,03337056173559990
218;11;002;002_01;002_01_01;0011;blank et al;2013;Blank_2013;article;"Hartmut Blank; James Ost; Jo Davies; Georgina Jones; Katie Lambert; Kelly Salmon";Comparing the influence of directly vs. indirectly encountered post-event misinformation on eyewitness remembering;2013;Acta Psychologica;10.1016/j.actpsy.2013.10.006;en;en;gb;students;lab;course_credit_or_money;course credit or 5 GBP;0;0;0;0;120;60,000;60,000;within;NA;NA;0,5000;0,4100;0,2600;0,3000;proportion;0;omit;omit;consistent;students;Table 2, p.639;NA;19,0;NA;18,000;42,000;NA;NA;no_manipulation;0;0;visual;CCTV_robbery_jewellery_store_youtube_anonymous_2011;NA;0;0;0,00;live;cowitness;NA;no_manipulation;1;0;0;0;recognition;text;NA;3;3;18;two tests were conducted, recall and regocnition. Free recal was first and forced choice recognition directly after. The tests were not the same, but some dependency between the measures must be assumed.;A 2 (influence type: direct vs. indirect) × 2 (post-warning: yes vs. no) experimental design. With exposure to misleading details (vs. no exposure) and time of assessment (immediately vs. one week later) were within-participants factors. We did not assess the repeated test);0,500000000;0,410000000;0,2600000000000000;0,29999999999999999;NA;NA;11;0,31856888798493105;0,03375619223496648
219;12;002;002_01;002_01_02;0012;blank et al;2013;Blank_2013;article;"Hartmut Blank; James Ost; Jo Davies; Georgina Jones; Katie Lambert; Kelly Salmon";Comparing the influence of directly vs. indirectly encountered post-event misinformation on eyewitness remembering;2013;Acta Psychologica;10.1016/j.actpsy.2013.10.006;en;en;gb;students;lab;course_credit_or_money;course credit or 5 GBP;0;0;0;0;120;60,000;60,000;within;NA;NA;0,5000;0,3800;0,2800;0,2600;proportion;0;omit;omit;consistent;students;Table 2, p.639;NA;19,0;NA;18,000;42,000;NA;NA;no_manipulation;0;0;visual;CCTV_robbery_jewellery_store_youtube_anonymous_2011;NA;0;0;0,00;text;narrative;NA;no_manipulation;1;0;0;0;recognition;text;NA;3;3;18;two tests were conducted, recall and regocnition. Free recal was first and forced choice recognition directly after. The tests were not the same, but some dependency between the measures must be assumed.;A 2 (influence type: direct vs. indirect) × 2 (post-warning: yes vs. no) experimental design. With exposure to misleading details (vs. no exposure) and time of assessment (immediately vs. one week later) were within-participants factors. We did not assess the repeated test);0,500000000;0,380000000;0,2800000000000000;0,26000000000000001;NA;NA;12;0,44131000635522688;0,03414481050712188
