id_record,id_study,id_control,id_effect,authors,title,publication_year,container,record_type,doi,language_record,language_materials,country,population,modality,incentives,incentive_notes,preregistered,open_data,open_data_claimed,open_materials,n_total,n_control,n_mi,within_between,accuracy_control_prop,accuracy_mi_prop,accuracy_control_mean,accuracy_mi_mean,accuracy_control_sd,accuracy_mi_sd,accuracy_type,accuracy_reverse,test_statistic,statistic_type,control_type,notes_comparison,notes_source,age_mean,age_median,age_sd,age_min,age_max,gender_female_prop,neuro_condition,preevent_valence,preevent_warning,preevent_alcohol,event_medium,event_materials,event_valence,postevent_recall,postevent_warning,postevent_retention_interval,exposure_medium,exposure_method,exposure_credibility,exposure_valence,postexposure_recall,postexposure_retention_interval,postexposure_warning,postexposure_correction,test_type,test_medium,item_centrality,items_control,items_misled,items_total,notes_moderators,notes_general,,total_accuracy_control_mean,total_accuracy_mi_mean,total_accuracy_control_sd,total_accuracy_mi_sd,total_accuracy_control_prop,total_accuracy_mi_prop,id,,,,,,,
068,068_01,068_01_02,0257,horry et al ,Confidence–accuracy resolution in the misinformation paradigm is influenced by the availability of source cues,2014,,article,10.1016/j.actpsy.2014.06.006,en,en,au,students,lab,course_credit,NA,0,0,0,0,77,40,40,within,NA,NA,.65,.55,.11,.13,proportion,0,omit,omit,neutral,delayed,"Table 1, p.167",22.45,NA,9.12,NA,NA,.7,NA,no_manipulation,0,0,audiovisual,gas_installation_worker_thief_horry_et_al_2014,NA,0,0,0,text,narrative,NA,no_manipulation,0,168,1,0,cued_recall,text,NA,16,16,32,NA,"tested immediate vs delay with postexposure warning,  Control item: either omitted the misinformation, or described the detail in neutral form",,.65,.55,.11,.13,NA,NA,260,,,,,,,
068,068_02,068_02_01,0258,horry et al ,Confidence–accuracy resolution in the misinformation paradigm is influenced by the availability of source cues,2014,,article,10.1016/j.actpsy.2014.06.006,en,en,au,students,lab,course_credit,NA,0,0,0,0,42,20,20,within,NA,NA,.48,.42,.18,.20,proportion,0,omit,omit,neutral,"immediate control video, mislead text","Table 2, p.170",23.11,NA,7.6,NA,NA,.62,NA,no_manipulation,0,0,audiovisual,gas_installation_worker_thief_horry_et_al_2014,NA,0,0,0,text,narrative,NA,no_manipulation,0,0,1,0,source_monitoring,text,NA,12,16,32,NA,"tested immediate vs delay with postexposure warning.Age and gender distr generalized across all conditions. 4 consistent controll items were excluded from the analysis. , Control item: either omitted the misinformation, or described the detail in neutral form",,.48,.42,.18,.20,NA,NA,261,,,,,,,
068,068_02,068_02_02,0259,horry et al ,Confidence–accuracy resolution in the misinformation paradigm is influenced by the availability of source cues,2014,,article,10.1016/j.actpsy.2014.06.006,en,en,au,students,lab,course_credit,NA,0,0,0,0,42,22,22,within,NA,NA,.34,.15,.17,.12,proportion,0,omit,omit,neutral,"delayed control video, mislead text","Table 2, p.170",23.11,NA,7.6,NA,NA,.62,NA,no_manipulation,0,0,audiovisual,gas_installation_worker_thief_horry_et_al_2014,NA,0,0,0,text,narrative,NA,no_manipulation,0,168,1,0,source_monitoring,text,NA,12,16,32,NA,"tested immediate vs delay with postexposure warning.Age and gender distr generalized across all conditions. 4 consistent controll items were excluded from the analysis. Control item: either omitted the misinformation, or described the detail in neutral form",,.34,.15,.17,.12,NA,NA,262,,,,,,,
069,069_01,069_01_01,0260,pirolli & mitterer,The Effect of Leading Questions on Prior Memory: Evidence for the Coexistence of Inconsistent Memory Traces,1984,,article,10.1037/h0080789,en,en,us,students,lab,NA,NA,0,0,0,0,48,48,48,within,NA,NA,.88,.79,NA,NA,proportion,0,omit,omit,consistent,"centrality high, consistent vs inconsistent","Table 1, p.139",NA,NA,NA,NA,NA,NA,NA,no_manipulation,0,0,text,general_interest_periodicals_pirolli_1984,NA,1,0,168,text,questionnaire,NA,no_manipulation,0,168,0,0,recognition,text,central,12,12,48,high centrality,tested sentences with different centralities affected ME,,.88,.79,NA,NA,NA,NA,263,,,,,,,
069,069_01,069_01_01,0261,pirolli & mitterer,The Effect of Leading Questions on Prior Memory: Evidence for the Coexistence of Inconsistent Memory Traces,1984,,article,10.1037/h0080789,en,en,us,students,lab,NA,NA,0,0,0,0,48,48,48,within,NA,NA,.75,.58,NA,NA,proportion,0,omit,omit,consistent,"centrality low, consistent vs inconsistent","Table 1, p.139",NA,NA,NA,NA,NA,NA,NA,no_manipulation,0,0,text,general_interest_periodicals_pirolli_1984,NA,1,0,168,text,questionnaire,NA,no_manipulation,0,268,0,0,recognition,text,peripheral,12,12,48,low centrality,tested sentences with different centralities affected ME,,.75,.58,NA,NA,NA,NA,264,,,,,,,
070,070_01,070_01_01,0262,karanian et al,protecting memory from misinformation: warnings modulate cortical reinstatement during memory retrieval ,2020,,article,10.1073/pnas.2008595117,en,en,us,students,lab,course_credit,NA,0,1,1,1,81,27,27,within,NA,NA,.86,.42,.286,.494,proportion,0,omit,omit,consistent,no warning consistent vs misleading,"Fig 2A, p. 22774 data extracted with ruler",19,NA,0.98,NA,NA,.308,NA,no_manipulation,0,0,visual,rififi,NA,1,0,0,audio,narrative,NA,no_manipulation,0,0,0,0,recognition,text,NA,8,8,24,NA,"They also had a neutral condition, I only extracted from the consistent. ",,.86,.42,.286,.494,NA,NA,265,,,,,,,
070,070_01,070_01_02,0263,karanian et al,protecting memory from misinformation: warnings modulate cortical reinstatement during memory retrieval ,2020,,article,10.1073/pnas.2008595117,en,en,us,students,lab,course_credit,NA,0,1,1,1,81,26,26,within,NA,NA,.79,.58,.28,.408,proportion,0,omit,omit,consistent,pre warning consistent vs misleading,"Fig 2A, p. 22774 data extracted with ruler",19,NA,0.98,NA,NA,.308,NA,no_manipulation,0,0,visual,rififi,NA,1,1,0,audio,narrative,NA,no_manipulation,0,0,0,0,recognition,text,NA,8,8,24,prewarning,"They also had a neutral condition, I only extracted from the consistent. ",,.79,.58,.28,.408,NA,NA,266,,,,,,,
070,070_01,070_01_03,0264,karanian et al,protecting memory from misinformation: warnings modulate cortical reinstatement during memory retrieval ,2020,,article,10.1073/pnas.2008595117,en,en,us,students,lab,course_credit,NA,0,1,1,1,81,28,28,within,NA,NA,.78,.58,.423,.529,proportion,0,omit,omit,consistent,post warning consistent vs misleading,"Fig 2A, p. 22774 data extracted with ruler",19,NA,0.98,NA,NA,.308,NA,no_manipulation,0,0,visual,rififi,NA,1,0,0,audio,narrative,NA,no_manipulation,0,0,1,0,recognition,text,NA,8,8,24,postwarning,"They also had a neutral condition, I only extracted from the consistent. ",,.78,.58,.423,.529,NA,NA,267,,,,,,,
070,070_02,070_02_01,0265,karanian et al,protecting memory from misinformation: warnings modulate cortical reinstatement during memory retrieval ,2020,,article,10.1073/pnas.2008595117,en,en,us,students,lab,course_credit,NA,0,1,1,1,65,22,22,within,NA,NA,.82,.36,.446,.375,proportion,0,omit,omit,consistent,no warning consistent vs misleading,"Fig 2B, p. 22774 data extracted with ruler",24,NA,4.0,18,35.00,.57,NA,no_manipulation,0,0,visual,rififi,NA,1,0,0,audio,narrative,NA,no_manipulation,0,0,0,0,recognition,text,NA,8,8,24,NA,"fMRI study. They also had a neutral condition, I only extracted from the consistent. ",,.82,.36,.446,.375,NA,NA,268,,,,,,,
070,070_02,070_02_02,0266,karanian et al,protecting memory from misinformation: warnings modulate cortical reinstatement during memory retrieval ,2020,,article,10.1073/pnas.2008595117,en,en,us,students,lab,course_credit,NA,0,1,1,1,65,21,21,within,NA,NA,.785,.60,.367,.458,proportion,0,omit,omit,consistent,pre warning consistent vs misleading,"Fig 2B, p. 22774 data extracted with ruler",24,NA,4.0,18,35.00,.57,NA,no_manipulation,0,0,visual,rififi,NA,1,1,0,audio,narrative,NA,no_manipulation,0,0,0,0,recognition,text,NA,8,8,24,prewarning,"fMRI study. They also had a neutral condition, I only extracted from the consistent. ",,.785,.60,.367,.458,NA,NA,269,,,,,,,
070,070_02,070_02_03,0267,karanian et al,protecting memory from misinformation: warnings modulate cortical reinstatement during memory retrieval ,2020,,article,10.1073/pnas.2008595117,en,en,us,students,lab,course_credit,NA,0,1,1,1,65,22,22,within,NA,NA,.78,.56,.375,.422,proportion,0,omit,omit,consistent,post warning consistent vs misleading,"Fig 2B, p. 22774 data extracted with ruler",24,NA,4.0,18,35.00,.57,NA,no_manipulation,0,0,visual,rififi,NA,1,0,0,audio,narrative,NA,no_manipulation,0,0,1,0,recognition,text,NA,8,8,24,postwarning,"fMRI study. They also had a neutral condition, I only extracted from the consistent. ",,.78,.56,.375,.422,NA,NA,270,,,,,,,
071,071_01,071_01_01,0268,bonham & gonzalez-vallejo,Assessment of calibration for reconstructed eye-witness memories,2009,,article,10.1016/j.actpsy.2009.02.008,en,en,us,students,lab,course_credit,NA,0,0,0,0,70,35,35,between,NA,NA,.79,.70,.07,.09,proportion,0,omit,omit,consistent,prop. corr.,"Table 1, p.38",NA,NA,NA,NA,NA,NA,NA,no_manipulation,0,0,audiovisual,crime_videos_tomes_katz_2000,NA,0,0,0,text,narrative,NA,no_manipulation,0,24,0,0,recognition,text,NA,31,31,66,NA,"examined confidence judgments associated with eyewitness memory for events to misinformation. They also had a neutral and no PEI condition, I only extracted from the consistent",,.79,.70,.07,.09,NA,NA,271,,,,,,,
071,071_02,071_02_01,0269,bonham & gonzalez-vallejo,Assessment of calibration for reconstructed eye-witness memories,2009,,article,10.1016/j.actpsy.2009.02.008,en,en,us,students,lab,course_credit,NA,0,0,0,0,64,32,32,between,NA,NA,.75,.70,.09,.10,proportion,0,omit,omit,consistent,prop. corr. consistent vs misinformation,"Table 3, p.43",NA,NA,NA,NA,NA,NA,NA,no_manipulation,0,0,audiovisual,crime_videos_tomes_katz_2000,NA,0,0,0,text,narrative,NA,no_manipulation,0,24,0,0,recognition,text,NA,31,31,66,NA,"examined confidence judgments associated with eyewitness memory for events to misinformation. they had three controls: consistent, general and control (who did not read the narrative). They also had a neutral and no PEI condition, I only extracted from the consistent",,.75,.70,.09,.10,NA,NA,272,,,,,,,
072,072_01,072_01_01,0270,anglada-tort et al,False memories in music listening: exploring the misinformation effect and individual difference factors in auditory memory,2019,,article,10.1080/09658211.2018.1545858,en,NA,de,adults,online,none,NA,0,0,0,0,151,58,93,between,.815,.70,NA,NA,.38,NA,proportion,0,omit,omit,consistent,"critical, piano","Fig 3, p.620",31.04,NA,8.10,18,63.00,.559,NA,no_manipulation,0,0,audio,jazz_music_anglada-tort_et_al_2019,NA,0,0,0,text,description,NA,no_manipulation,0,0,0,0,recognition,audio,NA,1,1,10,NA,"examined ME in music listening. only 143 (out of 151) participants disclosed their gender, the gender distr is based on those who disclamed it. all participants were tested two times, using two different music pieces and instrumental manipulations",,NA,NA,.38,NA,.815,.70,273,,,,,,,
072,072_01,072_01_02,0271,anglada-tort et al,False memories in music listening: exploring the misinformation effect and individual difference factors in auditory memory,2019,,article,10.1080/09658211.2018.1545858,en,de,de,adults,online,none,NA,0,0,0,0,151,58,93,between,.685,.62,NA,NA,NA,NA,proportion,0,omit,omit,consistent,"critical, drums","Fig 3, p.620",31.04,NA,8.10,18,63.00,.559,NA,no_manipulation,0,0,audio,jazz_music_anglada-tort_et_al_2019,NA,0,0,0,text,description,NA,no_manipulation,0,0,0,0,recognition,audio,NA,1,1,10,NA,"examined ME in music listening. only 143 (out of 151) participants disclosed their gender, the gender distr is based on those who disclamed it. all participants were tested two times, using two different music pieces and instrumental manipulations",,NA,NA,NA,NA,.685,.62,274,,,,,,,
073,073_01,073_01_01,0272,roebers & schneider,The Impact of Misleading Questions on Eyewitness Memory in Children and Adults,2000,,article,10.1002/1099-0720(200011/12)14:6<509::AID-ACP668>3.0.CO;2-W,en,de,de,children,field,NA,NA,0,0,0,0,284,34,32,between,NA,NA,6.4,6.3,1.6,1.2,proportion,0,omit,omit,neutral,"6 year olds, central","Table 4, p. 519",6.08,NA,0.5,NA,NA,.409,NA,no_manipulation,0,0,audiovisual,gang_theft_fight_weber_1993,NA,0,0,504,live,interview,NA,no_manipulation,0,168,0,0,recognition,live,central,8,8,27,NA,"All subjects were shown a short video,  and three weeks (PEI) as well as four weeks (REC) later interviewed about it",,6.4,6.3,1.6,1.2,NA,NA,275,,,,,,,
073,073_01,073_01_02,0273,roebers & schneider,The Impact of Misleading Questions on Eyewitness Memory in Children and Adults,2000,,article,10.1002/1099-0720(200011/12)14:6<509::AID-ACP668>3.0.CO;2-W,en,de,de,children,field,NA,NA,0,0,0,0,284,43,37,between,NA,NA,7.6,7.6,0.5,0.7,proportion,0,omit,omit,neutral,8 year olds central,"Table 4, p. 519",8.16,NA,0.5,NA,NA,.50,NA,no_manipulation,0,0,audiovisual,gang_theft_fight_weber_1993,NA,0,0,504,live,interview,NA,no_manipulation,0,168,0,0,recognition,live,central,8,8,27,NA,"All subjects were shown a short video, and three weeks (PEI) as well as four weeks (REC) later interviewed about it",,7.6,7.6,0.5,0.7,NA,NA,276,,,,,,,
073,073_01,073_01_03,0274,roebers & schneider,The Impact of Misleading Questions on Eyewitness Memory in Children and Adults,2000,,article,10.1002/1099-0720(200011/12)14:6<509::AID-ACP668>3.0.CO;2-W,en,de,de,children,field,NA,NA,0,0,0,0,284,33,38,between,NA,NA,7.9,7.7,0.3,0.5,proportion,0,omit,omit,neutral,10 year olds central,"Table 4, p. 519",10.08,NA,0.583,NA,NA,.634,NA,no_manipulation,0,0,audiovisual,gang_theft_fight_weber_1993,NA,0,0,504,live,interview,NA,no_manipulation,0,168,0,0,recognition,live,central,8,8,27,NA,"All subjects were shown a short video, and three weeks (PEI) as well as four weeks (REC) later interviewed about it",,7.9,7.7,0.3,0.5,NA,NA,277,,,,,,,
073,073_01,073_01_04,0275,roebers & schneider,The Impact of Misleading Questions on Eyewitness Memory in Children and Adults,2000,,article,10.1002/1099-0720(200011/12)14:6<509::AID-ACP668>3.0.CO;2-W,en,de,de,adults,lab,NA,NA,0,0,0,0,284,33,34,between,NA,NA,7.5,7.4,0.9,0.8,proportion,0,omit,omit,neutral,adults central,"Table 4, p. 519",34.15,NA,11.58,16,67.00,.493,NA,no_manipulation,0,0,audiovisual,gang_theft_fight_weber_1993,NA,0,0,504,live,interview,NA,no_manipulation,0,168,0,0,recognition,live,central,8,8,27,NA,"All subjects were shown a short video, and three weeks (PEI) as well as four weeks (REC) later interviewed about it",,7.5,7.4,0.9,0.8,NA,NA,278,,,,,,,
073,073_01,073_01_05,0662,roebers & schneider,The Impact of Misleading Questions on Eyewitness Memory in Children and Adults,2000,,article,10.1002/1099-0720(200011/12)14:6<509::AID-ACP668>3.0.CO;2-W,en,de,de,children,field,NA,NA,0,0,0,0,284,34,32,between,NA,NA,3.6,3.1,1.5,1.4,count,0,omit,omit,neutral,6 year olds,"Table 4, p. 519",6.08,NA,0.5,NA,NA,.409,NA,no_manipulation,0,0,audiovisual,gang_theft_fight_weber_1993,NA,0,0,504,live,interview,NA,no_manipulation,0,168,0,0,recognition,live,peripheral,8,8,27,NA,"All subjects were shown a short video,  and three weeks (PEI) as well as four weeks (REC) later interviewed about it",,0.45,0.3875,0.1875,0.175,NA,NA,279,,,,,,,
073,073_01,073_01_06,0663,roebers & schneider,The Impact of Misleading Questions on Eyewitness Memory in Children and Adults,2000,,article,10.1002/1099-0720(200011/12)14:6<509::AID-ACP668>3.0.CO;2-W,en,de,de,children,field,NA,NA,0,0,0,0,284,43,37,between,NA,NA,4.4,3.2,1.8,1.8,count,0,omit,omit,neutral,8 year olds,"Table 4, p. 519",8.16,NA,0.5,NA,NA,.50,NA,no_manipulation,0,0,audiovisual,gang_theft_fight_weber_1993,NA,0,0,504,live,interview,NA,no_manipulation,0,168,0,0,recognition,live,peripheral,8,8,27,NA,"All subjects were shown a short video, and three weeks (PEI) as well as four weeks (REC) later interviewed about it",,0.55,0.4,0.225,0.225,NA,NA,280,,,,,,,
073,073_01,073_01_07,0664,roebers & schneider,The Impact of Misleading Questions on Eyewitness Memory in Children and Adults,2000,,article,10.1002/1099-0720(200011/12)14:6<509::AID-ACP668>3.0.CO;2-W,en,de,de,children,field,NA,NA,0,0,0,0,284,33,38,between,NA,NA,4.8,3.9,1.3,1.7,count,0,omit,omit,neutral,10 year olds,"Table 4, p. 519",10.08,NA,0.583,NA,NA,.634,NA,no_manipulation,0,0,audiovisual,gang_theft_fight_weber_1993,NA,0,0,504,live,interview,NA,no_manipulation,0,168,0,0,recognition,live,peripheral,8,8,27,NA,"All subjects were shown a short video, and three weeks (PEI) as well as four weeks (REC) later interviewed about it",,0.6,0.4875,0.1625,0.2125,NA,NA,281,,,,,,,
073,073_01,073_01_08,0665,roebers & schneider,The Impact of Misleading Questions on Eyewitness Memory in Children and Adults,2000,,article,10.1002/1099-0720(200011/12)14:6<509::AID-ACP668>3.0.CO;2-W,en,de,de,adults,lab,NA,NA,0,0,0,0,284,33,34,between,NA,NA,3.8,3.3,1.6,1.3,count,0,omit,omit,neutral,adults,"Table 4, p. 519",34.15,NA,11.58,16,67.00,.493,NA,no_manipulation,0,0,audiovisual,gang_theft_fight_weber_1993,NA,0,0,504,live,interview,NA,no_manipulation,0,168,0,0,recognition,live,peripheral,8,8,27,NA,"All subjects were shown a short video, and three weeks (PEI) as well as four weeks (REC) later interviewed about it",,0.475,0.4125,0.2,0.1625,NA,NA,282,,,,,,,
074,074_01,074_01_01,0276,roebers et al,Differences and Similarities in Event Recall and Suggestibility Between Children and Adults in Germany and the United States,2002,,article ,10.1027//1618-3169.49.2.132,en,en,en,children,field,NA,NA,0,0,0,0,211,13,14,between,NA,NA,.718,.548,.229,.309,proportion,1,omit,omit,neutral,USA kindergarten central,"Table 2, table 3 (MISINFO should be reversed) p. 137",5.75,NA,0.33,NA,NA,.54,NA,no_manipulation,0,0,audiovisual,bike_theft_video_roebers_et_al_2002,NA,1,0,168,live,interview,NA,no_manipulation,0,0,0,0,recognition,live,central,3,3,23,central details,gender distr and mean age was generlized across all conditions (from the american and the german sample). MI values must be reversed.,,0.282,0.452,.229,.309,NA,NA,283,,,,,,,
074,074_01,074_01_02,0277,roebers et al,Differences and Similarities in Event Recall and Suggestibility Between Children and Adults in Germany and the United States,2002,,article ,10.1027//1618-3169.49.2.132,en,en,en,children,field,NA,NA,0,0,0,0,211,15,12,between,NA,NA,.867,.194,.169,.223,proportion,1,omit,omit,neutral,USA 2nd grade central,"Table 2, table 3 (MISINFO should be reversed) p. 137",7.75,NA,0.42,NA,NA,.54,NA,no_manipulation,0,0,audiovisual,bike_theft_video_roebers_et_al_2002,NA,1,0,168,live,interview,NA,no_manipulation,0,0,0,0,recognition,live,central,3,3,23,central details,gender distr and mean age was generlized across all conditions (from the american and the german sample). MI values must be reversed.,,0.133,0.806,.169,.223,NA,NA,284,,,,,,,
074,074_01,074_01_03,0278,roebers et al,Differences and Similarities in Event Recall and Suggestibility Between Children and Adults in Germany and the United States,2002,,article ,10.1027//1618-3169.49.2.132,en,en,en,children,field,NA,NA,0,0,0,0,211,14,13,between,NA,NA,.952,.154,.121,.22,proportion,1,omit,omit,neutral,USA 4nd grade central,"Table 2, table 3 (MISINFO should be reversed) p. 137",10.08,NA,0.66,NA,NA,.54,NA,no_manipulation,0,0,audiovisual,bike_theft_video_roebers_et_al_2002,NA,1,0,168,live,interview,NA,no_manipulation,0,0,0,0,recognition,live,central,3,3,23,central details,gender distr and mean age was generlized across all conditions (from the american and the german sample). MI values must be reversed.,,0.048,0.846,.121,.22,NA,NA,285,,,,,,,
074,074_01,074_01_04,0279,roebers et al,Differences and Similarities in Event Recall and Suggestibility Between Children and Adults in Germany and the United States,2002,,article ,10.1027//1618-3169.49.2.132,en,en,en,students ,lab,course_credit,NA,0,0,0,0,211,17,18,between,NA,NA,.961,.148,.111,.17,proportion,1,omit,omit,neutral,USA adults grade central,"Table 2, table 3 (MISINFO should be reversed) p. 137",21.33,NA,4.75,NA,NA,.54,NA,no_manipulation,0,0,audiovisual,bike_theft_video_roebers_et_al_2002,NA,1,0,168,live,interview,NA,no_manipulation,0,0,0,0,recognition,live,central,3,3,23,central details,gender distr and mean age was generlized across all conditions (from the american and the german sample). MI values must be reversed.,,0.039,0.852,.111,.17,NA,NA,286,,,,,,,
074,074_01,074_01_05,0280,roebers et al,Differences and Similarities in Event Recall and Suggestibility Between Children and Adults in Germany and the United States,2002,,article ,10.1027//1618-3169.49.2.132,en,de,de,children,field,NA,NA,0,0,0,0,211,12,12,between,NA,NA,.555,.361,.26,9.6,proportion,1,omit,omit,neutral,FRG kindergarten central,"Table 2, table 3 (MISINFO should be reversed) p. 137",5.75,NA,0.33,NA,NA,.45,NA,no_manipulation,0,0,audiovisual,bike_theft_video_roebers_et_al_2002,NA,1,0,168,live,interview,NA,no_manipulation,0,0,0,0,recognition,live,central,3,3,23,central details,gender distr and mean age was generlized across all conditions (from the american and the german sample). MI values must be reversed.,,0.445,0.639,.26,9.6,NA,NA,287,,,,,,,
074,074_01,074_01_06,0281,roebers et al,Differences and Similarities in Event Recall and Suggestibility Between Children and Adults in Germany and the United States,2002,,article ,10.1027//1618-3169.49.2.132,en,de,de,children,field,NA,NA,0,0,0,0,211,12,12,between,NA,NA,.806,.194,.265,.223,proportion,1,omit,omit,neutral,FRG 2nd central,"Table 2, table 3 (MISINFO should be reversed) p. 137",7.75,NA,0.42,NA,NA,.45,NA,no_manipulation,0,0,audiovisual,bike_theft_video_roebers_et_al_2002,NA,1,0,168,live,interview,NA,no_manipulation,0,0,0,0,recognition,live,central,3,3,23,central details,gender distr and mean age was generlized across all conditions (from the american and the german sample). MI values must be reversed.,,0.194,0.806,.265,.223,NA,NA,288,,,,,,,
074,074_01,074_01_07,0282,roebers et al,Differences and Similarities in Event Recall and Suggestibility Between Children and Adults in Germany and the United States,2002,,article ,10.1027//1618-3169.49.2.132,en,de,de,children,field,NA,NA,0,0,0,0,211,12,12,between,NA,NA,.75,.139,.322,.172,proportion,1,omit,omit,neutral,FRG 4th central,"Table 2, table 3 (MISINFO should be reversed) p. 137",10.08,NA,0.66,NA,NA,.45,NA,no_manipulation,0,0,audiovisual,bike_theft_video_roebers_et_al_2002,NA,1,0,168,live,interview,NA,no_manipulation,0,0,0,0,recognition,live,central,3,3,23,central details,gender distr and mean age was generlized across all conditions (from the american and the german sample). MI values must be reversed.,,0.250,0.861,.322,.172,NA,NA,289,,,,,,,
074,074_01,074_01_08,0283,roebers et al,Differences and Similarities in Event Recall and Suggestibility Between Children and Adults in Germany and the United States,2002,,article ,10.1027//1618-3169.49.2.132,en,de,de,students ,lab,course_credit,NA,0,0,0,0,211,12,11,between,NA,NA,.917,.182,.151,.273,proportion,1,omit,omit,neutral,FRG adults central,"Table 2, table 3 (MISINFO should be reversed) p. 137",21.33,NA,4.75,NA,NA,.45,NA,no_manipulation,0,0,audiovisual,bike_theft_video_roebers_et_al_2002,NA,1,0,168,live,interview,NA,no_manipulation,0,0,0,0,recognition,live,central,3,3,23,central details,gender distr and mean age was generlized across all conditions (from the american and the german sample). MI values must be reversed.,,0.083,0.818,.151,.273,NA,NA,290,,,,,,,
074,074_01,074_01_09,0284,roebers et al,Differences and Similarities in Event Recall and Suggestibility Between Children and Adults in Germany and the United States,2002,,article ,10.1027//1618-3169.49.2.132,en,en,en,children,field,NA,NA,0,0,0,0,211,13,14,between,NA,NA,.317,.688,.208,.239,proportion,1,omit,omit,neutral,USA kindergarten appearance,"Table 2, table 3 (MISINFO should be reversed) p. 137",5.75,NA,0.33,NA,NA,.54,NA,no_manipulation,0,0,audiovisual,bike_theft_video_roebers_et_al_2002,NA,1,0,168,live,interview,NA,no_manipulation,0,0,0,0,recognition,live,peripheral,8,8,23,appearence (peripheral) details,gender distr and mean age was generlized across all conditions (from the american and the german sample). MI values must be reversed.,,0.683,0.312,.208,.239,NA,NA,291,,,,,,,
074,074_01,074_01_10,0285,roebers et al,Differences and Similarities in Event Recall and Suggestibility Between Children and Adults in Germany and the United States,2002,,article ,10.1027//1618-3169.49.2.132,en,en,en,children,field,NA,NA,0,0,0,0,211,15,12,between,NA,NA,.267,.354,.114,.225,proportion,1,omit,omit,neutral,USA 2nd appearance,"Table 2, table 3 (MISINFO should be reversed) p. 137",7.75,NA,0.42,NA,NA,.54,NA,no_manipulation,0,0,audiovisual,bike_theft_video_roebers_et_al_2002,NA,1,0,168,live,interview,NA,no_manipulation,0,0,0,0,recognition,live,peripheral,8,8,23,appearence (peripheral) details,gender distr and mean age was generlized across all conditions (from the american and the german sample). MI values must be reversed.,,0.733,0.646,.114,.225,NA,NA,292,,,,,,,
074,074_01,074_01_11,0286,roebers et al,Differences and Similarities in Event Recall and Suggestibility Between Children and Adults in Germany and the United States,2002,,article ,10.1027//1618-3169.49.2.132,en,en,en,children,field,NA,NA,0,0,0,0,211,14,13,between,NA,NA,.509,.356,.151,.168,proportion,1,omit,omit,neutral,USA 4th appearance,"Table 2, table 3 (MISINFO should be reversed) p. 137",10.08,NA,0.66,NA,NA,.54,NA,no_manipulation,0,0,audiovisual,bike_theft_video_roebers_et_al_2002,NA,1,0,168,live,interview,NA,no_manipulation,0,0,0,0,recognition,live,peripheral,8,8,23,appearence (peripheral) details,gender distr and mean age was generlized across all conditions (from the american and the german sample). MI values must be reversed.,,0.491,0.644,.151,.168,NA,NA,293,,,,,,,
074,074_01,074_01_12,0287,roebers et al,Differences and Similarities in Event Recall and Suggestibility Between Children and Adults in Germany and the United States,2002,,article ,10.1027//1618-3169.49.2.132,en,en,en,students ,lab,course_credit,NA,0,0,0,0,211,17,18,between,NA,NA,.654,.083,.375,.096,proportion,1,omit,omit,neutral,USA adults appearance,"Table 2, table 3 (MISINFO should be reversed) p. 137",21.33,NA,4.75,NA,NA,.54,NA,no_manipulation,0,0,audiovisual,bike_theft_video_roebers_et_al_2002,NA,1,0,168,live,interview,NA,no_manipulation,0,0,0,0,recognition,live,peripheral,8,8,23,appearence (peripheral) details,gender distr and mean age was generlized across all conditions (from the american and the german sample). MI values must be reversed.,,0.346,0.917,.375,.096,NA,NA,294,,,,,,,
074,074_01,074_01_13,0288,roebers et al,Differences and Similarities in Event Recall and Suggestibility Between Children and Adults in Germany and the United States,2002,,article ,10.1027//1618-3169.49.2.132,en,de,de,children,field,NA,NA,0,0,0,0,211,12,12,between,NA,NA,.208,.458,.215,.202,proportion,1,omit,omit,neutral,FRG kindergarten appearance,"Table 2, table 3 (MISINFO should be reversed) p. 137",5.75,NA,0.33,NA,NA,.45,NA,no_manipulation,0,0,audiovisual,bike_theft_video_roebers_et_al_2002,NA,1,0,168,live,interview,NA,no_manipulation,0,0,0,0,recognition,live,peripheral,8,8,23,appearence (peripheral) details,gender distr and mean age was generlized across all conditions (from the american and the german sample). MI values must be reversed.,,0.792,0.542,.215,.202,NA,NA,295,,,,,,,
074,074_01,074_01_14,0289,roebers et al,Differences and Similarities in Event Recall and Suggestibility Between Children and Adults in Germany and the United States,2002,,article ,10.1027//1618-3169.49.2.132,en,de,de,children,field,NA,NA,0,0,0,0,211,12,12,between,NA,NA,.271,.396,.117,.219,proportion,1,omit,omit,neutral,FRG 2nd appearance,"Table 2, table 3 (MISINFO should be reversed) p. 137",7.75,NA,0.42,NA,NA,.45,NA,no_manipulation,0,0,audiovisual,bike_theft_video_roebers_et_al_2002,NA,1,0,168,live,interview,NA,no_manipulation,0,0,0,0,recognition,live,peripheral,8,8,23,appearence (peripheral) details,gender distr and mean age was generlized across all conditions (from the american and the german sample). MI values must be reversed.,,0.729,0.604,.117,.219,NA,NA,296,,,,,,,
