"","id_record","id_study","id_control","id_misled","id_effect","authors","publication_year","bibtexkey","category","author","title","year","journal","doi","language_record","language_materials","country","population","modality","incentives","incentive_notes","preregistered","open_data","open_data_claimed","open_materials","n_total","n_control","n_mi","within_between","accuracy_control_prop","accuracy_mi_prop","accuracy_control_mean","accuracy_mi_mean","accuracy_control_sd","accuracy_mi_sd","accuracy_type","accuracy_reverse","test_statistic","statistic_type","control_type","notes_comparison","notes_source","age_mean","age_median","age_sd","age_min","age_max","gender_female_prop","neuro_condition","preevent_valence","preevent_warning","preevent_alcohol","event_medium","event_materials","event_valence","postevent_recall","postevent_warning","postevent_retention_interval","exposure_medium","exposure_method","exposure_credibility","exposure_valence","postexposure_recall","postexposure_retention_interval","postexposure_warning","postexposure_correction","test_type","test_medium","item_centrality","items_control","items_misled","items_total","notes_moderators","notes_general","sd_imputed","yi","vi"
"140","071","071_03","071_03_02",NA,"0302","oeberst & blank",2012,"Oeberst_2012","article","Aileen Oeberst; Hartmut Blank","Undoing suggestive influence on memory: The reversibility of the eyewitness misinformation effect","2012","Cognition","10.1016/j.cognition.2012.07.009","en","de","de","students","lab","course_credit","NA",0,0,0,0,54,28,28,"within",NA,NA,0.73,0.8,0.3,0.24,"proportion",0,"omit","omit","no_misinformation","Ignorantñenlightened group (n = 28) time 3","Table 4, p. 150",20.6,NA,2.5,NA,NA,0.87,"NA","no_manipulation",0,0,"audiovisual","the_world_according_to_garp","NA",0,0,"0","NA","NA","strong","no_manipulation",2,"840",0,0,"recognition","text","NA","5","4","20","the source was perceived as positive, warning","Tested reversibility of ME by warning the subjects after the first recall, and then gave them a new recall phase. Age and gender distr generalized across conditions. They had two misinfo stimulis, one audio and one narrative together","0",-0.254075317296398,0.0720049488112434
"141","099","099_02","099_02_01",NA,"0303","saunders",2012,"Saunders_2012","article","Jo Saunders","The role of self-esteem in the misinformation effect","2012","Memory","10.1080/09658211.2011.640690","en","en","gb","students","lab","course_credit","NA",0,0,0,0,100,25,25,"between",NA,NA,0.24,0.2,0.36,0.32,"proportion",1,"omit","omit","no_misinformation","high central","Table 2, p.94",23.7,NA,NA,NA,NA,0.5,"NA","no_manipulation",0,0,"visual","street_robbery_saunders_2012","NA",0,0,"0","text","questionnaire","NA","no_manipulation",0,"0",0,0,"modified_test","text","NA","2","2","NA","high self-esteem, salient items","The study had a 2 (self-esteem: high or low)2 (misled: misinformation or no misinformation)2 (misled item: salient and non-salient) mixed design with repeated measures on the latter factor. Gender distr was generalized across conditions. Participants were divided into two groups based on a medium split of their self-esteem scores,","0",-0.11559775615466,0.0801336284122799
"142","057","057_01","057_01_01","291_01_01","0304","schacter et al",1997,NA,"article",NA,"alse Recollection Induced by Photographs: A Comparison of Older and Younger Adults",NA,NA,NA,"en","en","us","community","lab","money","NA",0,0,0,0,32,16,16,"within",NA,NA,0.9,0.8,0.11,0.16,"proportion",0,"omit","omit","consistent","old once, overall recognition shown in photograph vs false alarms shown in photograph (reversed)","table 1, p207",68.3,NA,4.2,60,75,NA,"NA","no_manipulation",0,0,"audiovisual","video_kitchen_cleaning_schacter_et_al_1997","NA",0,0,"0","visual","photography","NA","no_manipulation",0,"47.7",0,0,"recognition","text","NA","16","8","40","were exposed to misinfo and consistent info once, compared to thrice","The experimental design was a 2 X 2 X 2 mixed factor factorial. There were two between-subjects variables, including age (old or young) and repetition of photo viewing (participants were shown the photographs either once or three times) and exposure to misinfo & consistent info as within subject ","0",0.7099692143541,0.13287587945829
"143","068","068_01","068_01_02","254_01_01","0305","van damme et al",2017,"Van_Damme_2014","article","Ilse Van Damme; Karolien Smets","The power of emotion versus the power of suggestion: Memory for emotional events in the misinformation paradigm.","2017","Emotion","10.1037/a0034629","en","en","us","students","online","course_credit","NA",0,0,0,0,321,53,48,"between",NA,NA,0.9,0.8,0.2912,0.2771,"proportion",0,"omit","omit","consistent","Comparison of control and perceptual, remember judgments, goal irrelevant. Consistent control.","table 3",20.07,NA,2.69,18,42,0.75,"NA","no_manipulation",0,0,"visual","emotion_slides_okado_2008","no_manipulation",0,0,"0","text","imagination","no_manipulation","no_manipulation",0,"0",0,0,"source_monitoring","text","NA","4","4","16","Age and gender descriptives across conditions taken from overall descriptives.","NA","0",0.348708944734047,0.0403032278029101
"144","068","068_01","068_01_01","254_01_01","0306","van damme et al",2017,"Van_Damme_2014","article","Ilse Van Damme; Karolien Smets","The power of emotion versus the power of suggestion: Memory for emotional events in the misinformation paradigm.","2017","Emotion","10.1037/a0034629","en","en","us","students","online","course_credit","NA",0,0,0,0,321,60,60,"within",NA,NA,0.92,0.8,0.155,0.3098,"proportion",0,"omit","omit","no_misinformation","Comparison of control and negative pregoal, remember judgments, goal relevant. Consistent control.","table 3",20.07,NA,2.69,18,42,0.75,"NA","no_manipulation",0,0,"visual","emotion_slides_okado_2008","no_manipulation",0,0,"0","text","imagination","no_manipulation","no_manipulation",0,"0",0,0,"source_monitoring","text","NA","4","4","16","Age and gender descriptives across conditions taken from overall descriptives.","NA","0",0.486774363731101,0.0343206220049409
"145","068","068_01","068_01_01","254_01_01","0307","van damme et al",2017,"Van_Damme_2014","article","Ilse Van Damme; Karolien Smets","The power of emotion versus the power of suggestion: Memory for emotional events in the misinformation paradigm.","2017","Emotion","10.1037/a0034629","en","en","us","students","online","course_credit","NA",0,0,0,0,321,48,48,"within",NA,NA,0.94,0.8,0.139,0.2771,"proportion",0,"omit","omit","no_misinformation","Comparison of control and perceptual, remember judgments, goal irrelevant. Consistent control.","table 3",20.07,NA,2.69,18,42,0.75,"NA","no_manipulation",0,0,"visual","emotion_slides_okado_2008","no_manipulation",0,0,"0","text","imagination","no_manipulation","no_manipulation",0,"0",0,0,"source_monitoring","text","NA","4","4","16","Age and gender descriptives across conditions taken from overall descriptives.","NA","0",0.633547566773205,0.0437572006216888
"146","068","068_01","068_01_02","254_01_01","0308","van damme et al",2017,"Van_Damme_2014","article","Ilse Van Damme; Karolien Smets","The power of emotion versus the power of suggestion: Memory for emotional events in the misinformation paradigm.","2017","Emotion","10.1037/a0034629","en","en","us","students","online","course_credit","NA",0,0,0,0,321,53,60,"between",NA,NA,0.98,0.8,0.0728,0.3098,"proportion",0,"omit","omit","consistent","Comparison of control and negative pregoal, remember judgments, goal relevant. Consistent control.","table 3",20.07,NA,2.69,18,42,0.75,"NA","no_manipulation",0,0,"visual","emotion_slides_okado_2008","no_manipulation",0,0,"0","text","imagination","no_manipulation","no_manipulation",0,"0",0,0,"source_monitoring","text","NA","4","4","16","Age and gender descriptives across conditions taken from overall descriptives.","NA","0",0.772956798007113,0.0381782292993288
"147","095","095_01","095_01_04",NA,"0309","roebers et al",2005,"Roebers_2005","article","Claudia M Roebers; Stefanie Schwarz; Roland Neumann","Social influence and children{\textquotesingle}s event recall and suggestibility","2005","European Journal of Developmental Psychology","10.1080/17405620444000274","en","de","de","community","field","goods","NA",0,0,0,0,251,17,18,"between",NA,NA,0.806,0.798,0.091,0.097,"proportion",0,"omit","omit","no_misinformation","8, low social influence vs no misleading interview CORRECT","Table 3, p.60",7.92,NA,0.33,NA,NA,0.552,"NA","no_manipulation",0,0,"audiovisual","gang_theft_fight_weber_1993","NA",0,0,"312","live","cowitness","NA","no_manipulation",1,"0",0,0,"recognition","live","NA","19","19","27","low social influence","the social influence of misleading questions was experimentally manipulated through the presence and answering behaviour of an adult confederate. they had two recall tests, data has been extracted from both","0",0.0830323886521285,0.114477576075396
"148","100","100_01","100_01_01",NA,"0310","wagstaff",2008,"Wagstaff_2008","article","Graham F. Wagstaff; Jon Cole; Jacqueline Wheatcroft; Amanda Anderton; Hannah Madden","Reducing and reversing pseudomemories with hypnosis","2008","Contemporary Hypnosis","10.1002/ch.366","en","en","gb","students","lab","NA","NA",0,0,0,0,60,20,20,"between",NA,NA,14.45,12.75,2.84,3.21,"count",0,"omit","omit","no_misinformation","comparing the no misinformation group to the hypnotized and warned group on overall recall accuracy on 16 items","NA",23.85,NA,8.86,18,56,NA,"NA","no_manipulation",0,0,"audio","planning_robbery_wagstaff_2008","NA",0,0,"0","audio","narrative","no_manipulation","no_manipulation",0,"0",1,0,"cued_recall","text","NA","16","16","16","NA","a two experiment study looking at the effect of hypnosis and warnings. Sadly, the second experiment does not report overall accuracy. And the first has the effect of hypnosis counfounded with effects of hypnosis.","0",0.54977866933196,0.103778207315655
"149","084","084_02","084_02_03",NA,"0311","szpitalak",2014,"Szpitalak_2014","article","Malwina Szpitalak; Romuald Polczyk","Mental fatigue, mental warm-up, and self-reference as determinants of the misinformation effect","2014","The Journal of Forensic Psychiatry {\&}amp$\mathsemicolon$ Psychology","10.1080/14789949.2014.895024","en","en","pl","community","lab","none","NA",0,0,0,0,400,33,33,"between",NA,NA,3.37,3.17,0.61,0.76,"count",0,"omit","omit","no_misinformation","comparing misled and non-misled(neutral/no critical info) groups in the present-self reference group with warmed up mental load.","table 1, p.144",17.81,NA,1.27,NA,NA,0.638,"NA","no_manipulation",0,0,"text","research_typical_student_or_child_text_szpitalak_plczyk_2014","no_manipulation",0,0,"0","text","narrative","no_manipulation","no_manipulation",0,"0",0,0,"recognition","text","NA","4","4","15","NA","a between groups study looking at different load factors and its effect on misinformation. There are 10 independent groups which sizes are infered form the total sample size.","0",0.286819545828417,0.061229283726282
"150","095","095_01","095_01_05",NA,"0312","roebers et al",2005,"Roebers_2005","article","Claudia M Roebers; Stefanie Schwarz; Roland Neumann","Social influence and children{\textquotesingle}s event recall and suggestibility","2005","European Journal of Developmental Psychology","10.1080/17405620444000274","en","de","de","community","field","goods","NA",0,0,0,0,251,23,21,"between",NA,NA,0.844,0.791,0.091,0.092,"proportion",0,"omit","omit","no_misinformation","9, low social influence vs no misleading interview CORRECT","Table 3, p.60",9,NA,0.33,NA,NA,0.512,"NA","no_manipulation",0,0,"audiovisual","gang_theft_fight_weber_1993","NA",0,0,"312","live","cowitness","NA","no_manipulation",1,"0",0,0,"recognition","live","NA","19","19","27","low social influence","the social influence of misleading questions was experimentally manipulated through the presence and answering behaviour of an adult confederate. they had two recall tests, data has been extracted from both","0",0.568958690261907,0.0947758765707099
"151","050","050_01","050_01_01",NA,"0313","campbell et al",2007,"NA","NA",NA,"NA","NA","NA","10.1348/000712606X160768","en","en","au","students","lab","NA","NA",0,0,0,0,60,15,15,"within",NA,NA,0.82,0.79,0.28,0.26,"proportion",0,"omit","omit","consistent","compared post-event information presented via an auditory modality (restated control condition)","Table 1, p.490",20.61,NA,7.23,NA,NA,0.66,"NA","no_manipulation",0,0,"visual","office_theft_video_campbell_et_al_2007","NA",0,0,"0","text","narrative","NA","no_manipulation",0,"0",0,0,"recognition","text","NA","5","5","15","auditory modality","compared post-event information presented via an auditory or written modality and used a recognition test or modified test","0",0.108029499424842,0.133527839545766
"152","050","050_01","050_01_01",NA,"0314","campbell et al",2007,"NA","NA",NA,"NA","NA","NA","10.1348/000712606X160768","en","en","au","students","lab","NA","NA",0,0,0,0,60,15,15,"within",NA,NA,0.87,0.79,0.21,0.26,"proportion",0,"omit","omit","neutral","compared post-event information presented via an auditory  modality (neutral control condition)","Table 1, p.490",20.61,NA,7.23,NA,NA,0.66,"NA","no_manipulation",0,0,"visual","office_theft_video_campbell_et_al_2007","NA",0,0,"0","text","narrative","NA","no_manipulation",0,"0",0,0,"recognition","text","NA","5","5","15","auditory modality","compared post-event information presented via an auditory or written modality and used a recognition test or modified test","0",0.329352479485151,0.135141217595717
"153","061","061_01","061_01_02",NA,"0315","holliday",2003,"Holliday_2003","article","Robyn E. Holliday","The effect of a prior cognitive interview on children{\textquotesingle}s acceptance of misinformation","2003","Applied Cognitive Psychology","10.1002/acp.879","en","en","gb","community","field","NA","NA",0,0,0,0,32,16,16,"within",NA,NA,0.83,0.79,0.21,0.17,"proportion",0,"omit","omit","consistent","comparing control and misled items in 9-10 year olds getting a memorandum interview and a modified test","table 2",10.167,NA,NA,9.667,10.5,0.5,"NA","no_manipulation",0,0,"audiovisual","birthday_party_ceci_2001","NA",1,0,"24","live","narrative","no_manipulation","no_manipulation",0,"24",0,0,"modified_test","live","NA","6","6","24","NA","a study comparing children of differing ages recieving either a control interview and a cognitive interview","0",0.204083904082786,0.125650784998526
"154","081","081_01","081_01_01",NA,"0316","huff",2014,"Huff_2014","article","Markus Huff; Annika E. Maurer","Post-Learning Verbal Information Changes Visual and Motor Memory for Hand-Manipulative Tasks","2014","Applied Cognitive Psychology","10.1002/acp.3047","en","en","de","students","lab","course_credit_or_money","how much money given is not specified.",0,0,0,0,81,20,20,"between",NA,NA,0.9,0.79,0.1,0.14,"proportion",0,"omit","omit","no_misinformation","comparing non misinformed and verbally misinformed particiipants in visual recognation performance in the visual regcognition first condition.","table 1, p.774",22.4,NA,4.3,NA,NA,0.721,"NA","no_manipulation",0,0,"audiovisual","archaic_bowline","no_manipulation",0,0,"0","text","questionnaire","no_manipulation","no_manipulation",0,"0",0,0,"recognition","visual","NA","11","11","11","NA","a very particular experiment that examined recognition of pictures of a knot tying procedure.","0",0.886210366567761,0.109817110172652
"155","101","101_01","101_01_02",NA,"0317","lo",2021,"Lo_2021","article","Shih-Yu Lo","Empathy reduces susceptibility to false memory","2021","Scientific Reports","10.1038/s41598-021-02281-4","en","NA","tw","community","lab","NA","NA",0,0,0,0,51,24,27,"between",NA,NA,0.92,0.79,0.069,0.093,"proportion",0,"omit","omit","neutral","low empathy, critical easy questions control vs. mislead","Figure 1, p.3",22,NA,2.03,20,27,0.588,"NA","no_manipulation",0,0,"audiovisual","emotion_manipulation_videos_lo_2021","NA",0,0,"0","text","questionnaire","NA","no_manipulation",0,"0",0,0,"recognition","text","central","6","6","18","low empathy, critical easy questions","NA","0",1.54947290247762,0.10224160836559
"156","101","101_01","101_01_01",NA,"0318","lo",2021,"Lo_2021","article","Shih-Yu Lo","Empathy reduces susceptibility to false memory","2021","Scientific Reports","10.1038/s41598-021-02281-4","en","NA","tw","community","lab","NA","NA",0,0,0,0,51,24,27,"between",NA,NA,0.82,0.79,0.044,0.04,"proportion",0,"omit","omit","neutral","high empathy, true-memory questions control vs. mislead","Figure 1, p.3",22,NA,2.03,20,27,0.588,"NA","no_manipulation",0,0,"audiovisual","emotion_manipulation_videos_lo_2021","NA",0,0,"0","text","questionnaire","NA","no_manipulation",0,"0",0,0,"recognition","text","NA","6","6","18","high empathy, true-memory questions","NA","0",0.704543650474419,0.0835701915019764
"157","102","102_01","102_01_01",NA,"0319","mueller-johnson & ceci",2004,"Mueller_Johnson_2004","article","Katrin Mueller-Johnson; Stephen J. Ceci","Memory and suggestibility in older adults: live event participation and repeated interview","2004","Applied Cognitive Psychology","10.1002/acp.1078","en","en","us","students","lab","course_credit_or_money","course credit and 5 dollar",0,0,0,0,113,62,62,"within",NA,NA,0.11,0.21,0.12,0.2,"proportion",1,"omit","omit","neutral","young, overall","Table 1, p. 1118",20.2,NA,1.12,18,20,0.774,"NA","no_manipulation",0,0,"live","massage","NA",0,0,"336","live","interview","NA","no_manipulation",2,"168",0,0,"recognition","live","NA","7","17","24","NA","The number of critical items for which suggestive info was introduced varied between participants from zero to seven, randomly assigned. They introduced the subjects to misinfo twice, first 2 week posteevent, and then 3 weeks postevent. I coded the retention interval postevent as 2 weeks (first exposure), and the postexposure interval as 1 week (using the last exposure trial as a reference).","0",0.602602633596195,0.0337222981210366
"158","103","103_01","103_01_01","068_01_01","0320","pirolli & mitterer",1984,"Pirolli_1984","article","Peter L. Pirolli; John O. Mitterer","The effect of leading questions on prior memory: Evidence for the coexistence of inconsistent memory traces.","1984","Canadian Journal of Psychology / Revue canadienne de psychologie","10.1037/h0080789","en","en","us","students","lab","NA","NA",0,0,0,0,48,48,48,"within",NA,NA,0.88,0.79,0.287665666666667,0.296043,"proportion",0,"omit","omit","consistent","centrality high, consistent vs inconsistent","Table 1, p.139",NA,NA,NA,NA,NA,NA,"NA","no_manipulation",0,0,"text","general_interest_periodicals_pirolli_1984","NA",1,0,"168","text","questionnaire","NA","no_manipulation",0,"168",0,0,"recognition","text","central","12","12","48","high centrality","tested sentences with different centralities affected ME","1",0.305873429446059,0.042153950806464
"159","103","103_01","103_01_01","068_01_01","0321","pirolli & mitterer",1984,"Pirolli_1984","article","Peter L. Pirolli; John O. Mitterer","The effect of leading questions on prior memory: Evidence for the coexistence of inconsistent memory traces.","1984","Canadian Journal of Psychology / Revue canadienne de psychologie","10.1037/h0080789","en","en","us","students","lab","NA","NA",0,0,0,0,48,48,48,"within",NA,NA,0.75,0.79,0.359664666666667,0.352821,"proportion",0,"omit","omit","neutral","centrality high, neutral vs inconsistent","Table 1, p.139",NA,NA,NA,NA,NA,NA,"NA","no_manipulation",0,0,"text","general_interest_periodicals_pirolli_1984","NA",1,0,"168","text","questionnaire","NA","no_manipulation",0,"168",0,0,"recognition","text","central","12","12","48","high centrality","tested sentences with different centralities affected ME","1",-0.111379158701136,0.0417312776926717
"160","028","028_01","028_01_01",NA,"0322","read & bruce",1984,"Read_1984","article","J Don Read; Darryl Bruce","On the external validity of questioning effects in eyewitness testimony","1984","Applied Psychology","10.1111/j.1464-0597.1984.tb01415.x","en","en","ca","students","lab","NA","NA",0,0,0,0,36,36,36,"within",NA,NA,0.465,0.79,0.285553333333333,0.29107,"proportion",0,"omit","omit","no_misinformation","low presupposition","Figure 1, p.37 ABSENT reversed, data extracted with ruler",NA,NA,NA,NA,NA,NA,"NA","no_manipulation",0,0,"audiovisual","car_accident_fist_fight_two_videos_read_bruce_1984","NA",0,0,"0","text","questionnaire","NA","no_manipulation",0,"168",0,0,"recognition","text","NA","6","6","20","low detection item","2 (low vs. high ratings) by 2 (present vs. absent) by 3 (presupposition vs. direct vs. control questions) within-subjects analysis of variance","1",-1.11507304901114,0.0641901937821597
"161","057","057_01","057_01_02","291_01_02","0323","schacter et al",1997,NA,"article",NA,"alse Recollection Induced by Photographs: A Comparison of Older and Younger Adults",NA,NA,NA,"en","en","us","community","lab","money","NA",0,0,0,0,32,16,16,"within",NA,NA,0.91,0.79,0.14,0.2,"proportion",0,"omit","omit","consistent","old thrice, overall recognition shown in photograph vs false alarms shown in photograph (reversed)","table 1, p207",68.3,NA,4.2,60,75,NA,"NA","no_manipulation",0,0,"audiovisual","video_kitchen_cleaning_schacter_et_al_1997","NA",0,0,"0","visual","photography","NA","no_manipulation",0,"47.7",0,0,"recognition","text","NA","16","8","40","were exposed to misinfo and consistent info thrice (during 1hour), compared to once","The experimental design was a 2 X 2 X 2 mixed factor factorial. There were two between-subjects variables, including age (old or young) and repetition of photo viewing (participants were shown the photographs either once or three times) and exposure to misinfo & consistent info as within subject ","0",0.677592060389182,0.132173921879726
"162","089","089_01","089_01_01",NA,"0324","scoboria et al",2008,"NA","NA",NA,"NA","NA","NA","10.1037/1076-898X.14.3.255","en","en","us","community","lab","course_credit","NA",0,0,0,0,83,21,21,"between",NA,NA,0.85,0.79,0.12,0.11,"proportion",0,"omit","omit","neutral","compared NON-ML and ML in Non-Hyp in answerable questions TIME 2","Table 1, p.259",NA,NA,1.9,18,32,0.6,"NA","no_manipulation",0,0,"audiovisual","burglary_car_chase_video_zaragoza_mitchell_1996","NA",2,0,"0","live","interview","NA","no_manipulation",0,"0",0,0,"cued_recall","live","NA","12","12","36","answerable questions","They also had a recognition test after Time 2, but they used signal detection methods to assess whether misleading information and hypnosis produced changes in discrimination or response bias.","0",0.511401485159596,0.0983515652264695
"163","068","068_01","068_01_01","254_01_01","0325","van damme et al",2017,"Van_Damme_2014","article","Ilse Van Damme; Karolien Smets","The power of emotion versus the power of suggestion: Memory for emotional events in the misinformation paradigm.","2017","Emotion","10.1037/a0034629","en","en","us","students","online","course_credit","NA",0,0,0,0,321,57,57,"within",NA,NA,0.94,0.79,0.151,0.3775,"proportion",0,"omit","omit","no_misinformation","Comparison of control and positive postgoal, remember judgments, goal relevant. Consistent control.","table 3",20.07,NA,2.69,18,42,0.75,"NA","no_manipulation",0,0,"visual","emotion_slides_okado_2008","no_manipulation",0,0,"0","text","imagination","no_manipulation","no_manipulation",0,"0",0,0,"source_monitoring","text","NA","4","4","16","Age and gender descriptives across conditions taken from overall descriptives.","NA","0",0.518244446470014,0.0362656899398992
"164","068","068_01","068_01_01","254_01_01","0326","van damme et al",2017,"Van_Damme_2014","article","Ilse Van Damme; Karolien Smets","The power of emotion versus the power of suggestion: Memory for emotional events in the misinformation paradigm.","2017","Emotion","10.1037/a0034629","en","en","us","students","online","course_credit","NA",0,0,0,0,321,48,48,"within",NA,NA,0.94,0.79,0.139,0.2777,"proportion",0,"omit","omit","no_misinformation","Comparison of control and perceptual, remember judgments, goal relevant. Consistent control.","table 3",20.07,NA,2.69,18,42,0.75,"NA","no_manipulation",0,0,"visual","emotion_slides_okado_2008","no_manipulation",0,0,"0","text","imagination","no_manipulation","no_manipulation",0,"0",0,0,"source_monitoring","text","NA","4","4","16","Age and gender descriptives across conditions taken from overall descriptives.","NA","0",0.677628429141841,0.0440582306665689
"165","068","068_01","068_01_02","254_01_01","0327","van damme et al",2017,"Van_Damme_2014","article","Ilse Van Damme; Karolien Smets","The power of emotion versus the power of suggestion: Memory for emotional events in the misinformation paradigm.","2017","Emotion","10.1037/a0034629","en","en","us","students","online","course_credit","NA",0,0,0,0,321,53,57,"between",NA,NA,0.98,0.79,0.0728,0.3775,"proportion",0,"omit","omit","consistent","Comparison of control and positive postgoal, remember judgments, goal relevant. Consistent control.","table 3",20.07,NA,2.69,18,42,0.75,"NA","no_manipulation",0,0,"visual","emotion_slides_okado_2008","no_manipulation",0,0,"0","text","imagination","no_manipulation","no_manipulation",0,"0",0,0,"source_monitoring","text","NA","4","4","16","Age and gender descriptives across conditions taken from overall descriptives.","NA","0",0.682413311190951,0.038528547483291
"166","068","068_01","068_01_02","254_01_01","0328","van damme et al",2017,"Van_Damme_2014","article","Ilse Van Damme; Karolien Smets","The power of emotion versus the power of suggestion: Memory for emotional events in the misinformation paradigm.","2017","Emotion","10.1037/a0034629","en","en","us","students","online","course_credit","NA",0,0,0,0,321,53,48,"between",NA,NA,0.98,0.79,0.0728,0.2777,"proportion",0,"omit","omit","consistent","Comparison of control and perceptual, remember judgments, goal relevant. Consistent control.","table 3",20.07,NA,2.69,18,42,0.75,"NA","no_manipulation",0,0,"visual","emotion_slides_okado_2008","no_manipulation",0,0,"0","text","imagination","no_manipulation","no_manipulation",0,"0",0,0,"source_monitoring","text","NA","4","4","16","Age and gender descriptives across conditions taken from overall descriptives.","NA","0",0.9499935412491,0.0441690188933927
"167","104","104_01","104_01_02","290_01_02","0329","zaragoza",1991,NA,"book",NA,"Chapter 3: preshcool children's susceptibility to memoru impairment",NA,NA,"10.1037/10097-000","en","en","NA","community","NA","NA","NA",0,0,0,0,24,24,24,"within",NA,NA,0.95,0.79,0.252473333333333,0.326056333333333,"proportion",0,"omit","omit","no_misinformation","comparing misled and control items for 5 year olds","table 2, chapter 3, page 33",5,NA,NA,NA,NA,NA,"NA","no_manipulation",0,0,"live","zaragoza_girl_in_park_1991","NA",0,0,"0","live","narrative","NA","no_manipulation",0,"0",0,0,"recognition","live","NA","2","2","4","The main moderator is the age of the paraticipants","mean age is infered from the reported population category and the event medium was slies accompanied by a story of the researcher - also, this information is extracted from a book chapter and it is not clear if the material used is original","1",0.53970247593269,0.0863674871096654
"168","085","085_01","085_01_02",NA,"0330","compo et al",2012,"Compo_2012","article","Nadja Schreiber Compo; Jacqueline R. Evans; Rolando N. Carol; Daniella Villalba; Lindsay S. Ham; Tracy Garcia; Stefan Rose","Intoxicated eyewitnesses: Better than their reputation?","2012","Law and Human Behavior","10.1037/h0093951","en","en","us","students","lab","course_credit","research credit",0,0,0,0,93,38,38,"within",NA,NA,0.261,0.211,0.144,0.144,"proportion",1,"omit","omit","consistent","comparing groups depending on alcohol / placebo / control","Table 2, p. 84",24,NA,4.6,NA,NA,NA,"NA","no_manipulation",0,0,"live","intruder_theft_staged_crime_compo_et_al_2012","NA",0,0,"0","audio","narrative","NA","no_manipulation",0,"0",0,0,"cued_recall","live","NA","12","12","24","alcohol/placebo/control (placebo)","The study used a 3 (intoxication level: alcohol vs. placebo vs. control) 2 (information type: misinformation vs. control) mixed design with information type manipulated within subjects. However, they used different formats of questions in the recall interviews without reporting the statistics between the conditions/items. The study used 6 consistent control questions and 6 ""no-misinformation"" control questions. They found no differences in the results between these two types of control questions, so all analyses were collapsed across these two types of control items","0",-0.343689147671921,0.0534086988830753
"169","044","044_01","044_01_01",NA,"0331","roebers & schneider",2000,"NA","NA",NA,"NA","NA","NA","10.1002/1099-0720(200011/12)14:6<509::AID-ACP668>3.0.CO;2-W","en","de","de","community","field","NA","NA",0,0,0,0,284,34,32,"between",NA,NA,6.4,6.3,1.6,1.2,"count",0,"omit","omit","neutral","6 year olds, central","Table 4, p. 519",6.08,NA,0.5,NA,NA,0.409,"NA","no_manipulation",0,0,"audiovisual","gang_theft_fight_weber_1993","NA",0,0,"504","live","interview","NA","no_manipulation",0,"168",0,0,"recognition","live","central","8","8","27","NA","All subjects were shown a short video,  and three weeks (PEI) as well as four weeks (REC) later interviewed about it","0",0.069574516603474,0.0606984360192203
"170","105","105_01","105_01_01",NA,"0332","lassiter",1988,"Lassiter_1987","article","G. Daniel Lassiter; Julie I. Stone; Michael F. Weigold","Effect of Leading Questions on the Self-Monitoring-Memory Correlation","1987","Personality and Social Psychology Bulletin","10.1177/0146167287134010","en","en","us","students","lab","NA","NA",0,0,0,0,48,12,12,"between",NA,NA,0.58,1.08,0.564654047619047,0.849666666666667,"count",1,"NA","NA","no_misinformation","comparing control and misled groups on action memory errors in the fine unit condition","table 1, p.230",NA,NA,NA,NA,NA,NA,"NA","no_manipulation",0,0,"visual","everyday_video_lassiter_1984","NA",0,0,"0","text","questionnaire","no_manipulation","no_manipulation",0,"0",0,0,"recognition","text","NA","5","5","10","NA","this is the second experimetn in the study, it looks at how leading questions affect recall across two action  recognition conditions: gross unit and fine unit.","1",0.669172670243241,0.175995667970843
"171","069","069_01","069_01_03",NA,"0333","whaley",1988,NA,"dissertation",NA,"Tests, Testing, and the Misinformation Effect","1988",NA,NA,"en","en","us","students","lab","course_credit","they received class credit for participation",0,0,0,0,288,72,72,"within",NA,NA,20.92,16.42,2.54,4.32,"count",0,"omit","omit","neutral","comparing standard vs modified test, and in which order they occur (all participants do both tests)","table 2, p49",NA,NA,NA,NA,NA,NA,"NA","no_manipulation",0,0,"visual","McClosky_Zaragoza_1985_Condensed","no_manipulation",0,0,"0","text","narrative","no_manipulation","no_manipulation",1,"0",0,0,"recognition","text","NA","2","2","21","standard vs modified test, also in which order they occured","they had three versions of four critical items, the data were collapsed across all versions","0",1.26317910042729,0.0333181299991538
"172","064","064_01","064_01_03",NA,"0334","ackil & zaragoza",1995,"Ackil_1995","article","Jennifer K. Ackil; Maria S. Zaragoza","Developmental Differences in Eyewitness Suggestibility and Memory for Source","1995","Journal of Experimental Child Psychology","10.1006/jecp.1995.1031","en","en","us","community","NA","none","NA",0,0,0,0,282,66,66,"within",NA,NA,0.062,0.22,0.297056,0.303874357142857,"proportion",1,"omit","omit","neutral","fifth graders","Figure 1, p.70. Error rates estimated from figure using a ruler.",11,NA,NA,10.4,11.9,NA,"NA","no_manipulation",0,0,"visual","looking_for_miracles","NA",0,0,"0","audio","narrative","NA","no_manipulation",0,"0",1,0,"source_monitoring","live","NA","5","5","23","All participants were warned that the exposere narrative contained some mistakes and asked to complete the source memory test","Comparing first graders, third graders, fifth graders and collage students in two experiments. One with delay, one without.","1",0.522777053580751,0.03133824184754
