...1,id_record,id_study,id_control,id_misled,id_effect,authors,publication_year,bibtexkey,category,author,title,year,journal,doi,language_record,language_materials,country,population,modality,incentives,incentive_notes,preregistered,open_data,open_data_claimed,open_materials,n_total,n_control,n_mi,within_between,accuracy_control_prop,accuracy_mi_prop,accuracy_control_mean,accuracy_mi_mean,accuracy_control_sd,accuracy_mi_sd,accuracy_type,accuracy_reverse,test_statistic,statistic_type,control_type,notes_comparison,notes_source,age_mean,age_median,age_sd,age_min,age_max,gender_female_prop,neuro_condition,preevent_valence,preevent_warning,preevent_alcohol,event_medium,event_materials,event_valence,postevent_recall,postevent_warning,postevent_retention_interval,exposure_medium,exposure_method,exposure_credibility,exposure_valence,postexposure_recall,postexposure_retention_interval,postexposure_warning,postexposure_correction,test_type,test_medium,item_centrality,items_control,items_misled,items_total,notes_moderators,misinformation_type,misinformation_type_notes,sd_imputed,yi,vi,year_raw,control_acc,precision,leverage,resid,se,z,pred,se_pred,ci.lb,ci.ub,pi.lb,pi.ub
385,087,087_01,087_01_03,087_01_03,0442,templeton & wilcox,-7.664519326065374,Templeton_2000,article,Leslie M. Templeton; Sharon A. Wilcox,A Tale of Two Representations: The Misinformation Effect and Children{\textquotesingle}s Developing Theory of Mind,2000,Child Development,10.1111/1467-8624.00153,en,en,us,community,lab,NA,NA,0,0,0,0,209,17,17,within,NA,NA,0.937,0.766,0.128355537545324,0.194047050285499,proportion,0,omit,omit,no_misinformation,6 year olds misleading  no info modified,"Table 1, p. 410",6.5,NA,NA,6,7.27,-0.07600000000000001,NA,no_manipulation,0,0,audiovisual,sesame_street,NA,0,0,0,audio,narrative,NA,no_manipulation,0,0,0,0,recognition,live,NA,4,4,12,NA,contradictory,NA,1,1.0148423544677,0.132792720653258,2000,0.28898320730676585,7.530533263273912,0.0014158171503516831,-0.037616916579944926,0.9254453774977123,-0.040647365576190274,1.052459271047645,0.23318897130005525,0.5954172857075926,1.5095012563876975,-0.7357440490026368,2.840662591097927
386,087,087_01,087_01_02,087_01_02,0443,templeton & wilcox,-7.664519326065374,Templeton_2000,article,Leslie M. Templeton; Sharon A. Wilcox,A Tale of Two Representations: The Misinformation Effect and Children{\textquotesingle}s Developing Theory of Mind,2000,Child Development,10.1111/1467-8624.00153,en,en,us,community,lab,NA,NA,0,0,0,0,209,21,21,within,NA,NA,0.728,0.641,0.179595402555822,0.21012908044733,proportion,0,omit,omit,consistent,4 year olds misleading accurate modified,"Table 1, p. 410",5.23,NA,NA,4,5,0.02300000000000002,NA,no_manipulation,0,0,audiovisual,sesame_street,NA,0,0,0,audio,narrative,NA,no_manipulation,0,0,0,0,recognition,live,NA,4,4,12,NA,contradictory,NA,1,0.436698205918343,0.0975083967030036,2000,0.07998320730676578,10.255527050104769,-5.172971461396775e-4,-0.2933168060367865,0.9065533661277487,-0.3235516153777683,0.7300150119551295,0.23173889073707893,0.27581513229319216,1.184214891617067,-1.0574640139806135,2.5174940378908723
387,087,087_01,087_01_02,087_01_02,0444,templeton & wilcox,-7.664519326065374,Templeton_2000,article,Leslie M. Templeton; Sharon A. Wilcox,A Tale of Two Representations: The Misinformation Effect and Children{\textquotesingle}s Developing Theory of Mind,2000,Child Development,10.1111/1467-8624.00153,en,en,us,community,lab,NA,NA,0,0,0,0,209,21,21,within,NA,NA,0.609,0.641,0.181618454503874,0.214688378066378,proportion,0,omit,omit,no_misinformation,4 year olds misleading  no info modified,"Table 1, p. 410",5.23,NA,NA,4,5,0.02300000000000002,NA,no_manipulation,0,0,audiovisual,sesame_street,NA,0,0,0,audio,narrative,NA,no_manipulation,0,0,0,0,recognition,live,NA,4,4,12,NA,contradictory,NA,1,-0.157892066006814,0.0955348798155702,2000,-0.039016792693234215,10.467381148440204,-8.271919035972926e-4,-0.7043144136939563,0.9055466996252501,-0.7777781245135437,0.5464223476871424,0.23141645798861066,0.09285442459963905,0.9999902707746458,-1.240896202076493,2.333740897450778
388,087,087_01,087_01_01,087_01_01,0445,templeton & wilcox,-7.664519326065374,Templeton_2000,article,Leslie M. Templeton; Sharon A. Wilcox,A Tale of Two Representations: The Misinformation Effect and Children{\textquotesingle}s Developing Theory of Mind,2000,Child Development,10.1111/1467-8624.00153,en,en,us,community,lab,NA,NA,0,0,0,0,209,20,20,within,NA,NA,0.625,0.575,0.184246732323232,0.197903162698413,proportion,0,omit,omit,consistent,3 year olds misleading accurate modified,"Table 1, p. 410",3.7,NA,NA,3,3.11,-0.04999999999999999,NA,no_manipulation,0,0,audiovisual,sesame_street,NA,0,0,0,audio,narrative,NA,no_manipulation,0,0,0,0,recognition,live,NA,4,4,12,NA,contradictory,NA,1,0.256309157769271,0.100821179804455,2000,-0.0230167926932342,9.918550863415039,-7.480955841629491e-4,-0.31479791788667644,0.9084552540136122,-0.3465200035949812,0.5711070756559474,0.23143844467616473,0.11749605945269881,1.024718091859196,-1.2162224103359942,2.358436561647889
389,087,087_01,087_01_01,087_01_01,0446,templeton & wilcox,-7.664519326065374,Templeton_2000,article,Leslie M. Templeton; Sharon A. Wilcox,A Tale of Two Representations: The Misinformation Effect and Children{\textquotesingle}s Developing Theory of Mind,2000,Child Development,10.1111/1467-8624.00153,en,en,us,community,lab,NA,NA,0,0,0,0,209,20,20,within,NA,NA,0.6,0.575,0.18813592982018,0.199457884920635,proportion,0,omit,omit,no_misinformation,3 year olds misleading no info modified,"Table 1, p. 410",3.7,NA,NA,3,3.11,-0.04999999999999999,NA,no_manipulation,0,0,audiovisual,sesame_street,NA,0,0,0,audio,narrative,NA,no_manipulation,0,0,0,0,recognition,live,NA,4,4,12,NA,contradictory,NA,1,0.126381340500756,0.100199653040335,2000,-0.04801679269323422,9.98007447787722,-7.200747792056183e-4,-0.40615584770393354,0.9081211212448782,-0.44724854229484673,0.5325371882046895,0.23140701070599598,0.07898778145086277,0.9860865949585162,-1.2547766627577044,2.3198510391670832
390,087,087_01,087_01_06,087_01_06,0447,templeton & wilcox,-7.664519326065374,Templeton_2000,article,Leslie M. Templeton; Sharon A. Wilcox,A Tale of Two Representations: The Misinformation Effect and Children{\textquotesingle}s Developing Theory of Mind,2000,Child Development,10.1111/1467-8624.00153,en,en,us,community,lab,NA,NA,0,0,0,0,209,23,23,within,NA,NA,0.726,0.452,0.194577387418137,0.227586963231213,proportion,0,omit,omit,consistent,4 year olds misleading accurate original,"Table 1, p. 410",5.23,NA,NA,4,5,0.02300000000000002,NA,no_manipulation,0,0,audiovisual,sesame_street,NA,0,0,0,audio,narrative,NA,no_manipulation,0,0,0,0,modified_test,live,NA,4,4,12,NA,contradictory,NA,1,1.27191644041689,0.104540993819595,2000,0.07798320730676578,9.565625535621813,0.001788788878483812,0.544987019457861,0.9104260094194325,0.5986066015462284,0.7269294209590289,0.23173044169207424,0.27274610112100445,1.1811127407970534,-1.060545397183695,2.5144042391017525
391,087,087_01,087_01_06,087_01_06,0448,templeton & wilcox,-7.664519326065374,Templeton_2000,article,Leslie M. Templeton; Sharon A. Wilcox,A Tale of Two Representations: The Misinformation Effect and Children{\textquotesingle}s Developing Theory of Mind,2000,Child Development,10.1111/1467-8624.00153,en,en,us,community,lab,NA,NA,0,0,0,0,209,23,23,within,NA,NA,0.571,0.452,0.221497076284826,0.235696972866315,proportion,0,omit,omit,no_misinformation,4 year olds misleading  no info original,"Table 1, p. 410",5.23,NA,NA,4,5,0.02300000000000002,NA,no_manipulation,0,0,audiovisual,sesame_street,NA,0,0,0,audio,narrative,NA,no_manipulation,0,0,0,0,modified_test,live,NA,4,4,12,NA,contradictory,NA,1,0.511387569566254,0.0897991005033357,2000,-0.07701679269323425,11.135969006313752,0.0016771193303913815,0.023591450805023395,0.9023806767311372,0.026143568244926446,0.4877961187612306,0.2313908753174983,0.03427833678773584,0.9413139007347253,-1.2995097073472819,2.275101944869743
392,087,087_01,087_01_05,087_01_05,0449,templeton & wilcox,-7.664519326065374,Templeton_2000,article,Leslie M. Templeton; Sharon A. Wilcox,A Tale of Two Representations: The Misinformation Effect and Children{\textquotesingle}s Developing Theory of Mind,2000,Child Development,10.1111/1467-8624.00153,en,en,us,community,lab,NA,NA,0,0,0,0,209,20,20,within,NA,NA,0.563,0.35,0.23774862445887401,0.235,proportion,0,omit,omit,no_misinformation,3 year olds misleading  no info original,"Table 1, p. 410",3.7,NA,NA,3,3.11,-0.04999999999999999,NA,no_manipulation,0,0,audiovisual,sesame_street,NA,0,0,0,audio,narrative,NA,no_manipulation,0,0,0,0,modified_test,live,NA,4,4,12,NA,contradictory,NA,1,0.883175439986562,0.109749985722443,2000,-0.08501679269323426,9.111618497418245,0.001523941453178725,0.40772168520973395,0.9133685194840522,0.4463934069460262,0.47545375477682805,0.23139026719496228,0.021937164701602063,0.9289703448520541,-1.3118517688952536,2.2627592784489097
393,087,087_01,087_01_05,087_01_05,0450,templeton & wilcox,-7.664519326065374,Templeton_2000,article,Leslie M. Templeton; Sharon A. Wilcox,A Tale of Two Representations: The Misinformation Effect and Children{\textquotesingle}s Developing Theory of Mind,2000,Child Development,10.1111/1467-8624.00153,en,en,us,community,lab,NA,NA,0,0,0,0,209,20,20,within,NA,NA,0.563,0.35,0.279,0.235,proportion,0,omit,omit,consistent,3 year olds misleading accurate original,"Table 1, p. 410",3.7,NA,NA,3,3.11,-0.04999999999999999,NA,no_manipulation,0,0,audiovisual,sesame_street,NA,0,0,0,audio,narrative,NA,no_manipulation,0,0,0,0,modified_test,live,NA,4,4,12,NA,contradictory,NA,0,0.809349399304871,0.108188080626939,2000,-0.08501679269323426,9.243162409436428,0.0017206237117429043,0.333895644528043,0.9125130943109707,0.3659077843481952,0.47545375477682805,0.23139026719496228,0.021937164701602063,0.9289703448520541,-1.3118517688952536,2.2627592784489097
394,087,087_01,087_01_08,087_01_08,0451,templeton & wilcox,-7.664519326065374,Templeton_2000,article,Leslie M. Templeton; Sharon A. Wilcox,A Tale of Two Representations: The Misinformation Effect and Children{\textquotesingle}s Developing Theory of Mind,2000,Child Development,10.1111/1467-8624.00153,en,en,us,students,lab,NA,NA,0,0,0,0,209,16,16,within,NA,NA,0.953,0.266,0.141528244936763,0.231973806641398,proportion,0,omit,omit,consistent,adults misleading accurate original,"Table 1, p. 410",25,NA,NA,18,62,0.18799999999999994,NA,no_manipulation,0,0,audiovisual,sesame_street,NA,0,0,0,audio,narrative,NA,no_manipulation,0,0,0,0,modified_test,live,NA,4,4,12,NA,contradictory,NA,1,3.48509752856287,0.314779762243672,2000,0.30498320730676576,3.1768243068494884,9.690830539228567e-4,2.40795352954642,1.0190009544687542,2.363053262105905,1.07714399901645,0.2333459651462621,0.6197943113920376,1.5344936866408623,-0.7111379905605355,2.8654259885934357
395,087,087_01,087_01_08,087_01_08,0452,templeton & wilcox,-7.664519326065374,Templeton_2000,article,Leslie M. Templeton; Sharon A. Wilcox,A Tale of Two Representations: The Misinformation Effect and Children{\textquotesingle}s Developing Theory of Mind,2000,Child Development,10.1111/1467-8624.00153,en,en,us,students,lab,NA,NA,0,0,0,0,209,16,16,within,NA,NA,0.953,0.266,0.141528244936763,0.231973806641398,proportion,0,omit,omit,no_misinformation,adults misleading  no info original,"Table 1, p. 410",25,NA,NA,18,62,0.18799999999999994,NA,no_manipulation,0,0,audiovisual,sesame_street,NA,0,0,0,audio,narrative,NA,no_manipulation,0,0,0,0,modified_test,live,NA,4,4,12,NA,contradictory,NA,1,3.48509752856287,0.314779762243672,2000,0.30498320730676576,3.1768243068494884,0.0015171095351119844,2.40795352954642,1.0190009544687546,2.363053262105904,1.07714399901645,0.2333459651462621,0.6197943113920376,1.5344936866408623,-0.7111379905605355,2.8654259885934357
396,087,087_01,087_01_07,087_01_07,0453,templeton & wilcox,-7.664519326065374,Templeton_2000,article,Leslie M. Templeton; Sharon A. Wilcox,A Tale of Two Representations: The Misinformation Effect and Children{\textquotesingle}s Developing Theory of Mind,2000,Child Development,10.1111/1467-8624.00153,en,en,us,community,lab,NA,NA,0,0,0,0,209,16,16,within,NA,NA,0.912,0.25,0.150371876496053,0.235339593265663,proportion,0,omit,omit,consistent,6 year olds misleading accurate original,"Table 1, p. 410",6.5,NA,NA,6,7.27,-0.07600000000000001,NA,no_manipulation,0,0,audiovisual,sesame_street,NA,0,0,0,audio,narrative,NA,no_manipulation,0,0,0,0,modified_test,live,NA,4,4,12,NA,contradictory,NA,1,3.26761463242909,0.291832896657261,2000,0.26398320730676583,3.4266184911101227,0.0015991589088519293,2.253725248832703,1.0077686273479876,2.236351864577821,1.0138893835963871,0.23295667581122131,0.5573026890482202,1.470476078144554,-0.7741976241058932,2.8019763912986675
397,087,087_01,087_01_07,087_01_07,0454,templeton & wilcox,-7.664519326065374,Templeton_2000,article,Leslie M. Templeton; Sharon A. Wilcox,A Tale of Two Representations: The Misinformation Effect and Children{\textquotesingle}s Developing Theory of Mind,2000,Child Development,10.1111/1467-8624.00153,en,en,us,community,lab,NA,NA,0,0,0,0,209,16,16,within,NA,NA,0.809,0.25,0.169744606378915,0.223559049006549,proportion,0,omit,omit,no_misinformation,6 year olds misleading  no info original,"Table 1, p. 410",6.5,NA,NA,6,7.27,-0.07600000000000001,NA,no_manipulation,0,0,audiovisual,sesame_street,NA,0,0,0,audio,narrative,NA,no_manipulation,0,0,0,0,modified_test,live,NA,4,4,12,NA,contradictory,NA,1,2.74524601214609,0.242755869800063,2000,0.16098320730676585,4.119364861593722,0.0015317231815585905,1.8902645648488852,0.9833043729795319,1.9223595631138644,0.8549814472972049,0.23216783216887954,0.3999408578774613,1.3100220367169486,-0.9327113885934414,2.6426742831878514
398,088,088_02,088_02_01,NA,0455,saunders,4.335480673934626,Saunders_2012,article,Jo Saunders,The role of self-esteem in the misinformation effect,2012,Memory,10.1080/09658211.2011.640690,en,en,gb,students,lab,course_credit,NA,0,0,0,0,100,25,25,between,NA,NA,0.24,0.2,0.36,0.32,proportion,1,omit,omit,no_misinformation,high central,"Table 2, p.94",23.7,NA,NA,NA,NA,0,NA,no_manipulation,0,0,visual,street_robbery_saunders_2012,NA,0,0,0,text,questionnaire,NA,no_manipulation,0,0,0,0,modified_test,text,NA,2,2,NA,"high self-esteem, salient items",contradictory,NA,0,-0.11559775615466,0.0801336284122799,2012,-0.4080167926932342,12.479155378502206,0.003948497564543235,-0.1066502053433741,0.8964795289600075,-0.11896557801726651,-0.008947550811285895,0.23343436975416665,-0.4664705082832586,0.4485754066606868,-1.7972738616643067,1.7793787600417348
399,088,088_02,088_02_02,NA,0456,saunders,4.335480673934626,Saunders_2012,article,Jo Saunders,The role of self-esteem in the misinformation effect,2012,Memory,10.1080/09658211.2011.640690,en,en,gb,students,lab,course_credit,NA,0,0,0,0,100,25,25,between,NA,NA,0.28,0.24,0.36,0.36,proportion,1,omit,omit,no_misinformation,low central,"Table 2, p.94",23.7,NA,NA,NA,NA,0,NA,no_manipulation,0,0,visual,street_robbery_saunders_2012,NA,0,0,0,text,questionnaire,NA,no_manipulation,0,0,0,0,modified_test,text,NA,2,2,NA,"low self-esteem, salient items",contradictory,NA,0,-0.109364380699547,0.080119605677658,2012,-0.3680167926932342,12.481339511620414,0.0027558403731808316,-0.1621286498102737,0.8965541471990357,-0.1808353129777905,0.05276426911072668,0.233117543811,-0.40413772092327144,0.5096662591447247,-1.735403275045106,1.8409318132665593
400,088,088_02,088_02_02,NA,0457,saunders,4.335480673934626,Saunders_2012,article,Jo Saunders,The role of self-esteem in the misinformation effect,2012,Memory,10.1080/09658211.2011.640690,en,en,gb,students,lab,course_credit,NA,0,0,0,0,100,25,25,between,NA,NA,0.34,0.32,0.35,0.35,proportion,1,omit,omit,no_misinformation,low peripheral,"Table 2, p.94",23.7,NA,NA,NA,NA,0,NA,no_manipulation,0,0,visual,street_robbery_saunders_2012,NA,0,0,0,text,questionnaire,NA,no_manipulation,0,0,0,0,modified_test,text,NA,2,2,NA,"low self-esteem, nonsalient items",contradictory,NA,0,-0.0562445386454814,0.0800316344812744,2012,-0.3080167926932342,12.495059066099387,0.0014186059118370127,-0.20157653763922678,0.8966086323323119,-0.2248210984929666,0.14533199899374538,0.23271896640166703,-0.31078879367290885,0.6014527916603996,-1.6426360977513086,1.9333000957387994
401,088,088_02,088_02_01,NA,0458,saunders,4.335480673934626,Saunders_2012,article,Jo Saunders,The role of self-esteem in the misinformation effect,2012,Memory,10.1080/09658211.2011.640690,en,en,gb,students,lab,course_credit,NA,0,0,0,0,100,25,25,between,NA,NA,0.38,0.34,0.44,0.37,proportion,1,omit,omit,no_misinformation,high peripheral,"Table 2, p.94",23.7,NA,NA,NA,NA,0,NA,no_manipulation,0,0,visual,street_robbery_saunders_2012,NA,0,0,0,text,questionnaire,NA,no_manipulation,0,0,0,0,modified_test,text,NA,2,2,NA,"high self-esteem, nonsalient items",contradictory,NA,0,-0.0968517928996646,0.0800938026978788,2012,-0.2680167926932342,12.485360493771186,8.25444218950186e-4,-0.3038956118154224,0.8966989208119168,-0.33890484839689544,0.2070438189157578,0.23250456022888527,-0.2486567453741811,0.6627443832056967,-1.5808171213616014,1.9949047591931168
402,088,088_04,088_04_01,NA,0459,saunders,4.335480673934626,Saunders_2012,article,Jo Saunders,The role of self-esteem in the misinformation effect,2012,Memory,10.1080/09658211.2011.640690,en,en,gb,students,lab,course_credit,NA,0,0,0,0,100,25,25,between,NA,NA,0.68,0.64,0.38,0.42,proportion,0,omit,omit,no_misinformation,high salient,"Table 1, p.93",22.9,NA,NA,NA,NA,0,NA,no_manipulation,0,0,visual,drive_by_shooting_saunders_2012,NA,0,0,0,text,questionnaire,NA,no_manipulation,0,0,0,0,recognition,text,NA,2,2,NA,"high self-esteem, salient items",contradictory,NA,0,0.0983051379122397,0.0800966390013994,2012,0.03198320730676585,12.484918374446755,7.441203414906352e-5,-0.5715773304186119,0.8967758988126497,-0.6373691924319024,0.6698824683308516,0.2322135842812993,0.21475220641854864,1.1250127302431547,-1.1178331949622895,2.4575981316239925
403,088,088_01,088_01_01,NA,0460,saunders,4.335480673934626,Saunders_2012,article,Jo Saunders,The role of self-esteem in the misinformation effect,2012,Memory,10.1080/09658211.2011.640690,en,en,gb,students,lab,course_credit,NA,0,0,0,0,100,25,25,between,NA,NA,0.66,0.6,0.37,0.41,proportion,0,omit,omit,no_misinformation,high non-salient,"Table 1, p.93",23.5,NA,NA,NA,NA,0,NA,no_manipulation,0,0,visual,street_robbery_saunders_2012,NA,0,0,0,text,questionnaire,NA,no_manipulation,0,0,0,0,recognition,text,NA,2,2,NA,"high self-esteem, nonsalient items",contradictory,NA,0,0.151228880070085,0.0802287017416725,2012,0.01198320730676583,12.464367218852535,-8.350342925797869e-4,-0.48779767829976034,0.8968632609894506,-0.5438930319897428,0.6390265583698453,0.2321605376536798,0.1840002659371779,1.094052850802513,-1.1486626384091398,2.4267157551488303
404,088,088_04,088_04_01,NA,0461,saunders,4.335480673934626,Saunders_2012,article,Jo Saunders,The role of self-esteem in the misinformation effect,2012,Memory,10.1080/09658211.2011.640690,en,en,gb,students,lab,course_credit,NA,0,0,0,0,100,25,25,between,NA,NA,0.62,0.58,0.39,0.34,proportion,0,omit,omit,no_misinformation,high non-salient,"Table 1, p.93",22.9,NA,NA,NA,NA,0,NA,no_manipulation,0,0,visual,drive_by_shooting_saunders_2012,NA,0,0,0,text,questionnaire,NA,no_manipulation,0,0,0,0,recognition,text,NA,2,2,NA,"high self-esteem, nonsalient items",contradictory,NA,0,0.107614108195708,0.0801158079628276,2012,-0.028016792693234205,12.48193116224932,-3.546425168470061e-4,-0.4697006302521248,0.8968197485614189,-0.5237402844948137,0.5773147384478328,0.23208547771815977,0.12243556078546647,1.0321939161101992,-1.2103370183957827,2.364966495291448
405,088,088_03,088_03_01,NA,0462,saunders,4.335480673934626,Saunders_2012,article,Jo Saunders,The role of self-esteem in the misinformation effect,2012,Memory,10.1080/09658211.2011.640690,en,en,gb,students,lab,course_credit,NA,0,0,0,0,100,25,25,between,NA,NA,0.4,0.46,0.41,0.43,proportion,1,omit,omit,no_misinformation,high central,"Table 3, p.95",22.1,NA,NA,NA,NA,0,NA,no_manipulation,0,0,visual,street_robbery_saunders_2012,NA,0,0,72,text,questionnaire,NA,no_manipulation,0,0,0,0,modified_test,text,NA,2,2,NA,"high self-esteem, salient items",contradictory,NA,0,0.140571507727335,0.0801976034878474,2012,-0.24801679269323418,12.469200531054938,0.0027906812877786353,-0.09801102652631277,0.8967829961688552,-0.10929179851204303,0.23858253425364778,0.23240349327164095,-0.21691994244006518,0.6940850109473607,-1.5492279265473232,2.0263929950546187
406,088,088_03,088_03_02,NA,0463,saunders,4.335480673934626,Saunders_2012,article,Jo Saunders,The role of self-esteem in the misinformation effect,2012,Memory,10.1080/09658211.2011.640690,en,en,gb,students,lab,course_credit,NA,0,0,0,0,100,25,25,between,NA,NA,0.44,0.48,0.39,0.42,proportion,1,omit,omit,no_misinformation,low central,"Table 3, p.95",22.1,NA,NA,NA,NA,0,NA,no_manipulation,0,0,visual,street_robbery_saunders_2012,NA,0,0,72,text,questionnaire,NA,no_manipulation,0,0,0,0,modified_test,text,NA,2,2,NA,"low self-esteem, salient items",contradictory,NA,0,0.0971461759277984,0.0800943737949739,2012,-0.2080167926932342,12.485271469376944,0.0018919109354976918,-0.20314817824786185,0.8967649314562911,-0.2265344809123632,0.30029435417566025,0.2322510579518976,-0.1549093547813839,0.7554980631327044,-1.4874400092361761,2.0880287175874965
407,088,088_01,088_01_01,NA,0464,saunders,4.335480673934626,Saunders_2012,article,Jo Saunders,The role of self-esteem in the misinformation effect,2012,Memory,10.1080/09658211.2011.640690,en,en,gb,students,lab,course_credit,NA,0,0,0,0,100,25,25,between,NA,NA,0.6,0.52,0.41,0.37,proportion,0,omit,omit,no_misinformation,high salient,"Table 1, p.93",23.5,NA,NA,NA,NA,0,NA,no_manipulation,0,0,visual,street_robbery_saunders_2012,NA,0,0,0,text,questionnaire,NA,no_manipulation,0,0,0,0,recognition,text,NA,2,2,NA,"high self-esteem, salient items",contradictory,NA,0,0.201638506760113,0.0804065808740845,2012,-0.04801679269323422,12.43679297302773,-0.0012335539060358946,-0.3448203217267135,0.8969875401118326,-0.38442041422751844,0.5464588284868265,0.2320634744478536,0.09162277644180233,1.0012948805318507,-1.2411819552600587,2.3340996122337114
408,088,088_03,088_03_01,NA,0465,saunders,4.335480673934626,Saunders_2012,article,Jo Saunders,The role of self-esteem in the misinformation effect,2012,Memory,10.1080/09658211.2011.640690,en,en,gb,students,lab,course_credit,NA,0,0,0,0,100,25,25,between,NA,NA,0.66,0.6,0.37,0.38,proportion,1,omit,omit,no_misinformation,high peripheral,"Table 3, p.95",22.1,NA,NA,NA,NA,0,NA,no_manipulation,0,0,visual,street_robbery_saunders_2012,NA,0,0,72,text,questionnaire,NA,no_manipulation,0,0,0,0,modified_test,text,NA,2,2,NA,"high self-esteem, nonsalient items",contradictory,NA,0,-0.157470711432827,0.0802479702495916,2012,0.01198320730676583,12.461374373579115,0.0021849769541490457,-0.797180075179556,0.8968761394026079,-0.8888407664747804,0.639709363746729,0.23215228457731368,0.18469924704650081,1.0947194804469573,-1.14797571583939,2.4273944433328483
409,088,088_03,088_03_02,NA,0466,saunders,4.335480673934626,Saunders_2012,article,Jo Saunders,The role of self-esteem in the misinformation effect,2012,Memory,10.1080/09658211.2011.640690,en,en,gb,students,lab,course_credit,NA,0,0,0,0,100,25,25,between,NA,NA,0.58,0.6,0.37,0.41,proportion,1,omit,omit,no_misinformation,low peripheral,"Table 3, p.95",22.1,NA,NA,NA,NA,0,NA,no_manipulation,0,0,visual,street_robbery_saunders_2012,NA,0,0,72,text,questionnaire,NA,no_manipulation,0,0,0,0,modified_test,text,NA,2,2,NA,"low self-esteem, nonsalient items",contradictory,NA,0,0.0504096266900284,0.0800254113046303,2012,-0.06801679269323424,12.49603074445104,0.001308871794232658,-0.4658760972126756,0.896780277867143,-0.5194985981635232,0.516285723902704,0.23204324370203822,0.06148932339085844,0.9710821244145496,-1.2713449715693237,2.3039164193747315
410,088,088_04,088_04_02,NA,0467,saunders,4.335480673934626,Saunders_2012,article,Jo Saunders,The role of self-esteem in the misinformation effect,2012,Memory,10.1080/09658211.2011.640690,en,en,gb,students,lab,course_credit,NA,0,0,0,0,100,25,25,between,NA,NA,0.66,0.34,0.37,0.35,proportion,0,omit,omit,no_misinformation,low salient,"Table 1, p.93",22.9,NA,NA,NA,NA,0,NA,no_manipulation,0,0,visual,drive_by_shooting_saunders_2012,NA,0,0,0,text,questionnaire,NA,no_manipulation,0,0,0,0,recognition,text,NA,2,2,NA,"low self-esteem, salient items",contradictory,NA,0,0.874577696424168,0.0876488614708261,2012,0.01198320730676583,11.409161319600823,-3.370129797898623e-5,0.2355511380543227,0.9009904930917888,0.26143576415109393,0.6390265583698453,0.2321605376536798,0.1840002659371779,1.094052850802513,-1.1486626384091398,2.4267157551488303
411,088,088_01,088_01_02,NA,0468,saunders,4.335480673934626,Saunders_2012,article,Jo Saunders,The role of self-esteem in the misinformation effect,2012,Memory,10.1080/09658211.2011.640690,en,en,gb,students,lab,course_credit,NA,0,0,0,0,100,25,25,between,NA,NA,0.62,0.32,0.39,0.32,proportion,0,omit,omit,no_misinformation,low salient,"Table 1, p.93",23.5,NA,NA,NA,NA,0,NA,no_manipulation,0,0,visual,street_robbery_saunders_2012,NA,0,0,0,text,questionnaire,NA,no_manipulation,0,0,0,0,recognition,text,NA,2,2,NA,"low self-esteem, salient items",contradictory,NA,0,0.827772066102522,0.0868520659341964,2012,-0.028016792693234205,11.513830894450471,-8.924373401450932e-4,0.2504573276546892,0.9005675540353061,0.27811053877349684,0.5773147384478328,0.23208547771815977,0.12243556078546647,1.0321939161101992,-1.2103370183957827,2.364966495291448
412,088,088_01,088_01_02,NA,0469,saunders,4.335480673934626,Saunders_2012,article,Jo Saunders,The role of self-esteem in the misinformation effect,2012,Memory,10.1080/09658211.2011.640690,en,en,gb,students,lab,course_credit,NA,0,0,0,0,100,25,25,between,NA,NA,0.48,0.28,0.39,0.33,proportion,0,omit,omit,no_misinformation,low non-salient,"Table 1, p.93",23.5,NA,NA,NA,NA,0,NA,no_manipulation,0,0,visual,street_robbery_saunders_2012,NA,0,0,0,text,questionnaire,NA,no_manipulation,0,0,0,0,recognition,text,NA,2,2,NA,"low self-esteem, nonsalient items",contradictory,NA,0,0.544933048446059,0.0829695202728871,2012,-0.16801679269323422,12.052618801591183,-8.605914731167676e-4,0.18360967972527004,0.8983929643980755,0.20437568747912976,0.361323368720789,0.23214892678521631,-0.09368016682786079,0.8163269042694388,-1.4263600358106299,2.149006773252208
413,088,088_04,088_04_02,NA,0470,saunders,4.335480673934626,Saunders_2012,article,Jo Saunders,The role of self-esteem in the misinformation effect,2012,Memory,10.1080/09658211.2011.640690,en,en,gb,students,lab,course_credit,NA,0,0,0,0,100,25,25,between,NA,NA,0.6,0.28,0.38,0.36,proportion,0,omit,omit,no_misinformation,low non-salient,"Table 1, p.93",22.9,NA,NA,NA,NA,0,NA,no_manipulation,0,0,visual,drive_by_shooting_saunders_2012,NA,0,0,0,text,questionnaire,NA,no_manipulation,0,0,0,0,recognition,text,NA,2,2,NA,"low self-esteem, nonsalient items",contradictory,NA,0,0.850957954293444,0.0872412943997528,2012,-0.04801679269323422,11.462461749109876,-3.2908281874877713e-4,0.30449912580661753,0.9007892986939536,0.33803590500920483,0.5464588284868265,0.2320634744478536,0.09162277644180233,1.0012948805318507,-1.2411819552600587,2.3340996122337114
