...1,id_record,id_study,id_control,id_misled,id_effect,authors,publication_year,bibtexkey,category,author,title,year,journal,doi,language_record,language_materials,country,population,modality,incentives,incentive_notes,preregistered,open_data,open_data_claimed,open_materials,n_total,n_control,n_mi,within_between,accuracy_control_prop,accuracy_mi_prop,accuracy_control_mean,accuracy_mi_mean,accuracy_control_sd,accuracy_mi_sd,accuracy_type,accuracy_reverse,test_statistic,statistic_type,control_type,notes_comparison,notes_source,age_mean,age_median,age_sd,age_min,age_max,gender_female_prop,neuro_condition,preevent_valence,preevent_warning,preevent_alcohol,event_medium,event_materials,event_valence,postevent_recall,postevent_warning,postevent_retention_interval,exposure_medium,exposure_method,exposure_credibility,exposure_valence,postexposure_recall,postexposure_retention_interval,postexposure_warning,postexposure_correction,test_type,test_medium,item_centrality,items_control,items_misled,items_total,notes_moderators,notes_general,sd_imputed,yi,vi,year_raw,control_acc,leverage,resid,se,z,pred,se_pred,ci.lb,ci.ub,pi.lb,pi.ub,p,p2,p_log
163,042,042_01,042_01_02,NA,0203,campbell et al,1.426008968609949,NA,NA,NA,NA,NA,NA,10.1348/000712606X160768,en,en,au,students,lab,NA,NA,0,0,0,0,60,15,15,within,NA,NA,0.91,0.56,0.15,0.33,proportion,0,omit,omit,consistent,compared post-event information presented via a written modality(restated control condition),"Table 1, p.490",20.61,NA,7.23,NA,NA,0.19999999999999996,NA,no_manipulation,0,0,visual,office_theft_video_campbell_et_al_2007,NA,0,0,0,text,narrative,NA,no_manipulation,0,0,0,0,recognition,text,NA,5,5,15,written modality,compared post-event information presented via an auditory or written modality and used a recognition test or modified test,0,1.32851939371803,0.162749396324749,2007,0.2582277137543755,0.009913353788348334,0.3977857298577947,0.8610696281830151,0.4619669732135155,0.34865692524512826,0.3457689510281673,-0.3290377657422733,1.02635161623253,-1.5306925881860445,2.228006438676301,0.9995045977892587,0.4995045977892587,3.305042059698907
164,042,042_02,042_02_02,NA,0204,campbell et al,1.426008968609949,NA,NA,NA,NA,NA,NA,10.1348/000712606X160768,en,en,au,students,lab,NA,NA,0,0,0,0,36,18,18,within,NA,NA,0.7,0.52,0.21,0.18,proportion,0,omit,omit,neutral,compared post-event information presented via an auditory or written modality,"Table 2, p.492",NA,NA,NA,NA,NA,0.16000000000000003,NA,no_manipulation,0,0,visual,office_theft_video_campbell_et_al_2007,NA,0,0,0,text,narrative,NA,no_manipulation,0,0,0,0,cued_recall,text,NA,5,5,15,written modality,compared post-event information presented via an auditory or written modality,0,0.899880187314954,0.122358115993361,2007,0.0482277137543754,0.009723136452283617,0.07845502288213316,0.8608958833271751,0.09113183649911483,0.12392084251707886,0.34590315572744446,-0.5540368848474619,0.8018785698816195,-1.7555235380206293,2.003365223054787,0.9949527678937301,0.4949527678937301,2.2969467229749725
165,042,042_02,042_02_02,NA,0205,campbell et al,1.426008968609949,NA,NA,NA,NA,NA,NA,10.1348/000712606X160768,en,en,au,students,lab,NA,NA,0,0,0,0,36,18,18,within,NA,NA,0.76,0.52,0.19,0.18,proportion,0,omit,omit,consistent,compared post-event information presented via an auditory or written modality,"Table 2, p.492",NA,NA,NA,NA,NA,0.16000000000000003,NA,no_manipulation,0,0,visual,office_theft_video_campbell_et_al_2007,NA,0,0,0,text,narrative,NA,no_manipulation,0,0,0,0,cued_recall,text,NA,5,5,15,written modality,compared post-event information presented via an auditory or written modality,0,1.26796965014101,0.133440931023315,2007,0.10822771375437545,0.008796610753638088,0.4390290875359446,0.8639129229880121,0.5081867348591991,0.34046310008156644,0.3445838001872651,-0.3349087379414194,1.0158349381045522,-1.5380500404197242,2.2189762405828573,0.9997408129430259,0.49974081294302586,3.58638668962651
166,042,042_02,042_02_01,NA,0206,campbell et al,1.426008968609949,NA,NA,NA,NA,NA,NA,10.1348/000712606X160768,en,en,au,students,lab,NA,NA,0,0,0,0,36,18,18,within,NA,NA,0.62,0.41,0.24,0.17,proportion,0,omit,omit,neutral,compared post-event information presented via an auditory or written modality,"Table 2, p.492",NA,NA,NA,NA,NA,0.10999999999999999,NA,no_manipulation,0,0,visual,office_theft_video_campbell_et_al_2007,NA,0,0,0,text,narrative,NA,no_manipulation,0,0,0,0,cued_recall,text,NA,5,5,15,auditory modality,compared post-event information presented via an auditory or written modality,0,0.987311381575036,0.124649774502606,2007,-0.03177228624562456,0.007847830266360531,1.0233817358942723,0.8727795258823274,1.1725547008675474,0.6108772484047479,0.34491983610640387,-0.06515320791726176,1.2869077047267576,-1.267872782151851,2.489627278961347,0.997416698543807,0.497416698543807,2.5878249112397613
167,042,042_02,042_02_01,NA,0207,campbell et al,1.426008968609949,NA,NA,NA,NA,NA,NA,10.1348/000712606X160768,en,en,au,students,lab,NA,NA,0,0,0,0,36,18,18,within,NA,NA,0.82,0.41,0.15,0.17,proportion,0,omit,omit,consistent,compared post-event information presented via an auditory or written modality,"Table 2, p.492",NA,NA,NA,NA,NA,0.10999999999999999,NA,no_manipulation,0,0,visual,office_theft_video_campbell_et_al_2007,NA,0,0,0,text,narrative,NA,no_manipulation,0,0,0,0,cued_recall,text,NA,5,5,15,auditory modality,compared post-event information presented via an auditory or written modality,0,2.5006056018246,0.19795872744273,2007,0.1682277137543754,0.009454488102291256,0.6068859598025429,0.8652729320248407,0.7013809600889261,0.40712484920689707,0.3457928935383873,-0.2706167682382352,1.0848664666520293,-1.4722415864459857,2.28649128485978,0.9999999904675322,0.4999999904675322,8.020794652379873
168,043,043_01,043_01_03,NA,0208,cann,-0.5739910313900509,NA,NA,NA,NA,NA,NA,10.3758/BF03193059,en,en,ca,students,lab,NA,NA,0,0,0,0,194,44,44,within,NA,NA,0.869,0.75,0.042,0.146,proportion,0,omit,omit,no_misinformation,comparing accuracy on misinformation and non-misinformation items. Values are transformed into proportions by dividing the mean by the total number of items.,"table 1, p.408",19.74,NA,NA,18,27,-0.044999999999999984,NA,no_manipulation,0,0,audiovisual,3_crime_clip_katz_1997,NA,1,0,0,text,questionnaire,no_manipulation,no_manipulation,0,0,0,0,recognition,text,NA,67,12,79,NA,This is a pretty complex study looking at how source/nosource condition affects recall.,0,1.09806231488984,0.052305345723757,2005,0.21722771375437544,0.010144998347253515,0.37197943142304446,0.8639947483786612,0.43053436623438573,0.6418126433240556,0.3460753537666363,-0.036482585995509575,1.3201078726436208,-1.237753508094712,2.521378794742823,0.9999992115924643,0.4999992115924643,6.103249233329928
169,043,043_01,043_01_02,NA,0209,cann,-0.5739910313900509,NA,NA,NA,NA,NA,NA,10.3758/BF03193059,en,en,ca,students,lab,NA,NA,0,0,0,0,194,75,75,within,NA,NA,0.867,0.597,0.056,0.192,proportion,0,omit,omit,no_misinformation,comparing accuracy on misinformation and non-misinformation items. Values are transformed into proportions by dividing the mean by the total number of items.,"table 1, p.408",19.74,NA,NA,18,27,-0.032999999999999974,NA,no_manipulation,0,0,audiovisual,3_crime_clip_katz_1997,NA,1,0,0,text,questionnaire,no_manipulation,no_manipulation,0,0,0,0,recognition,text,NA,67,12,79,NA,This is a pretty complex study looking at how source/nosource condition affects recall.,0,1.89949426054852,0.0386935948195226,2005,0.21522771375437544,0.00938381561443237,0.22546852802847395,0.8618944416487164,0.26159645210981475,0.50843269178627,0.34611595987126603,-0.1699421240359219,1.1868075076084619,-1.3711621821648348,2.388027565737375,1,0.5,Inf
170,043,043_01,043_01_01,NA,0210,cann,-0.5739910313900509,NA,NA,NA,NA,NA,NA,10.3758/BF03193059,en,en,ca,students,lab,NA,NA,0,0,0,0,194,75,75,within,NA,NA,0.866,0.591,0.053,0.18,proportion,0,omit,omit,no_misinformation,comparing accuracy on misinformation and non-misinformation items. Values are transformed into proportions by dividing the mean by the total number of items.,"table 1, p.408",19.74,NA,NA,18,27,-0.032999999999999974,NA,no_manipulation,0,0,audiovisual,3_crime_clip_katz_1997,NA,1,0,0,text,questionnaire,no_manipulation,no_manipulation,0,0,0,0,recognition,text,NA,67,12,79,NA,This is a pretty complex study looking at how source/nosource condition affects recall.,0,2.06210163094105,0.0408408771210991,2005,0.21422771375437544,0.009457481079078813,0.2020289381785796,0.8615208362500218,0.23450267210942857,0.4718902393101644,0.3461491348920929,-0.20654959835803466,1.1503300769783635,-1.4077281030074267,2.3515085816277552,1,0.5,Inf
171,044,044_01,044_01_05,NA,0211,ceci,-18.57399103139005,Ceci_1987,article,Stephen J. Ceci; David F. Ross; Michael P. Toglia,Suggestibility of children{\textquotesingle}s memory: Psycholegal implications.,1987,Journal of Experimental Psychology: General,10.1037/0096-3445.116.1.38,en,en,us,community,field,NA,NA,0,0,0,0,182,23,23,between,NA,NA,0.95,0.84,0.11837,0.241801333333333,proportion,0,2.24,"F(3, 174) ageXcondition interaction",neutral,comparing children aged 10 to 12,p.40,10.342,NA,NA,10,12,NA,NA,no_manipulation,0,0,live,loren_story_ceci_1987,NA,0,0,24,live,interview,no_manipulation,no_manipulation,0,48,0,0,recognition,live,NA,2,2,4,group size was infered from total sample size.,NA,1,0.567915486955712,0.090462260873088493,1987,0.2982277137543754,0.010157098635622724,0.45658376626775943,0.8644528941636958,0.5281765719686504,0.6089244360955606,0.34607362792049573,-0.06936741062772622,1.2872162828188474,-1.2706404946191947,2.488489366810316,0.9705010304986966,0.4705010304986966,1.5301931551308032
172,044,044_01,044_01_04,NA,0212,ceci,-18.57399103139005,Ceci_1987,article,Stephen J. Ceci; David F. Ross; Michael P. Toglia,Suggestibility of children{\textquotesingle}s memory: Psycholegal implications.,1987,Journal of Experimental Psychology: General,10.1037/0096-3445.116.1.38,en,en,us,community,field,NA,NA,0,0,0,0,182,23,23,between,NA,NA,0.95,0.67,0.117463846153846,0.202448833333333,proportion,0,2.24,"F(3, 174) ageXcondition interaction",neutral,comparing children aged 7 to 9,p.40,8.1,NA,NA,7,9,NA,NA,no_manipulation,0,0,live,loren_story_ceci_1987,NA,0,0,24,live,interview,no_manipulation,no_manipulation,0,48,0,0,recognition,live,NA,2,2,4,group size was infered from total sample size.,NA,1,1.66276985307627,0.117008734611949,1987,0.2982277137543754,0.008062721960475082,1.0820511064898544,0.877663528401726,1.232876918630001,0.8729718818789856,0.34517037694861324,0.19645037452958924,1.549493389228382,-1.0059548993841312,2.7518986631421023,0.9999994159421893,0.49999941594218933,6.233544163824679
173,044,044_01,044_01_03,NA,0213,ceci,-18.57399103139005,Ceci_1987,article,Stephen J. Ceci; David F. Ross; Michael P. Toglia,Suggestibility of children{\textquotesingle}s memory: Psycholegal implications.,1987,Journal of Experimental Psychology: General,10.1037/0096-3445.116.1.38,en,en,us,community,field,NA,NA,0,0,0,0,182,23,23,between,NA,NA,0.87,0.58,0.149103333333333,0.219259333333333,proportion,0,2.24,"F(3, 174) ageXcondition interaction",neutral,comparing children aged 5 to 6,p.40,5.2,NA,NA,5,6,NA,NA,no_manipulation,0,0,live,loren_story_ceci_1987,NA,0,0,24,live,interview,no_manipulation,no_manipulation,0,48,0,0,recognition,live,NA,2,2,4,group size was infered from total sample size.,NA,1,1.52019231043248,0.112075920224979,1987,0.21822771375437544,0.009228270885653214,0.5409648951832803,0.8662583765468901,0.6244844607906636,0.5422626869702297,0.34491466337605614,-0.13375763098659665,1.218283004927056,-1.3364836955231407,2.4210090694636,0.9999971993308221,0.4999971993308221,5.552738188104562
174,044,044_02,044_02_02,NA,0214,ceci,-18.57399103139005,Ceci_1987,article,Stephen J. Ceci; David F. Ross; Michael P. Toglia,Suggestibility of children{\textquotesingle}s memory: Psycholegal implications.,1987,Journal of Experimental Psychology: General,10.1037/0096-3445.116.1.38,en,en,us,community,field,NA,NA,0,0,0,0,102,26,26,between,NA,NA,0.71,0.53,0.333290227272727,0.3560275,proportion,0,4.75,"F(1, 160) a ageXcondition interaction",neutral,comparing misled and non-misled children exposed to PEI by an adult confederate,p.43,4.6,NA,NA,NA,NA,0.010000000000000009,NA,no_manipulation,0,0,live,loren_story_ceci_1987,NA,0,0,24,live,interview,no_manipulation,no_manipulation,0,48,0,0,recognition,live,NA,2,2,4,group size was infered from total sample size.,NA,1,0.514096117556743,0.0794643732508357,1987,0.05822771375437541,0.0015900085660702974,0.22491398881930857,0.8986767755493987,0.25027239485721575,0.6040331757907934,0.25912099173685194,0.09616536434826273,1.111900987233324,-1.220963868957746,2.429030220539333,0.9659027715917955,0.4659027715917955,1.4672809211817655
175,044,044_01,044_01_02,NA,0215,ceci,-18.57399103139005,Ceci_1987,article,Stephen J. Ceci; David F. Ross; Michael P. Toglia,Suggestibility of children{\textquotesingle}s memory: Psycholegal implications.,1987,Journal of Experimental Psychology: General,10.1037/0096-3445.116.1.38,en,en,us,community,field,NA,NA,0,0,0,0,182,23,23,between,NA,NA,0.84,0.37,0.178198904761905,0.226593166666667,proportion,0,2.24,"F(3, 174) ageXcondition interaction",neutral,comparing children aged 3 to 4,p.40,3.725,NA,NA,3,4,NA,NA,no_manipulation,0,0,live,loren_story_ceci_1987,NA,0,0,24,live,interview,no_manipulation,no_manipulation,0,48,0,0,recognition,live,NA,2,2,4,group size was infered from total sample size.,NA,1,2.26619506033338,0.142778696211733,1987,0.18822771375437541,0.00398096321300022,0.7302640229364661,0.9022217576185516,0.8094063535599336,0.9329152480757439,0.2596769919072679,0.42395769632379976,1.4418727998276881,-0.8923853542708422,2.7582158504223298,0.99999999899771,0.49999999899770997,8.999006590184933
176,044,044_02,044_02_01,NA,0216,ceci,-18.57399103139005,Ceci_1987,article,Stephen J. Ceci; David F. Ross; Michael P. Toglia,Suggestibility of children{\textquotesingle}s memory: Psycholegal implications.,1987,Journal of Experimental Psychology: General,10.1037/0096-3445.116.1.38,en,en,us,community,field,NA,NA,0,0,0,0,102,26,26,between,NA,NA,0.74,0.29,0.243475,0.251171666666667,proportion,0,4.75,"F(1, 160) a ageXcondition interaction",neutral,comparing misled and non-misled children exposed to PEI by a 7 y/o child confederate,p.43,4.6,NA,NA,NA,NA,0.010000000000000009,NA,no_manipulation,0,0,live,loren_story_ceci_1987,NA,0,0,24,live,interview,no_manipulation,no_manipulation,0,48,0,0,recognition,live,NA,2,2,4,group size was infered from total sample size.,NA,1,1.79181124831905,0.107794111053872,1987,0.08822771375437544,0.007959096912248755,1.2645304042966095,0.8792584012222107,1.4381783586473016,0.8711447592551804,0.34516682473135113,0.1946302141236831,1.5476593043866778,-1.0077795152210298,2.750069033731391,0.9999999758574446,0.4999999758574446,7.617216763357418
177,045,045_01,045_01_01,NA,0217,centofanti & reece,0.4260089686099491,Centofanti_2006,article,Antoni T. Centofanti; John Reece,The cognitive interview and its effect on misleading postevent information,2006,"Psychology, Crime {\&}amp$\mathsemicolon$ Law",10.1080/10683160600558394,en,en,au,students,lab,NA,NA,0,0,0,0,40,10,10,between,NA,NA,4.2,3.7,0.79,1.06,count,0,omit,omit,neutral,"cognitive, target items neutral vs misled","Table 1, p.676",NA,24,NA,22,58,0.025000000000000022,NA,no_manipulation,0,0,audiovisual,bank_robbery_video_centofanti_reece_2006,NA,0,0,0,text,narrative,NA,no_manipulation,0,0,0,0,cued_recall,live,NA,5,5,NA,cognitive interview,Age and gender distr generalized across all conditions.,0,0.512220259353929,0.206559239852315,2006,0.18822771375437553,0.009223956846066495,0.7451981304740803,0.8671330308783168,0.859381552700479,0.5422626869702297,0.34491466337605614,-0.13375763098659665,1.218283004927056,-1.3364836955231407,2.4210090694636,0.8701345318778165,0.37013453187781653,0.8865063146521297
178,045,045_01,045_01_02,NA,0218,centofanti & reece,0.4260089686099491,Centofanti_2006,article,Antoni T. Centofanti; John Reece,The cognitive interview and its effect on misleading postevent information,2006,"Psychology, Crime {\&}amp$\mathsemicolon$ Law",10.1080/10683160600558394,en,en,au,students,lab,NA,NA,0,0,0,0,40,10,10,between,NA,NA,4.2,2.8,0.79,0.57,count,0,omit,omit,neutral,"structured, target items neutral vs misled","Table 1, p.676",NA,24,NA,22,58,0.025000000000000022,NA,no_manipulation,0,0,audiovisual,bank_robbery_video_centofanti_reece_2006,NA,0,0,0,text,narrative,NA,no_manipulation,0,0,0,0,cued_recall,live,NA,5,5,NA,structured interview,Age and gender distr generalized across all conditions.,0,1.9463239193897,0.294704419979713,2006,0.18822771375437553,8.564294880379062e-4,1.6253235234420398,0.974609855298673,1.667665799402319,1.1259845822818404,0.25740200777025374,0.621485917503844,1.630483247059837,-0.6980777527835647,2.9500469173472457,0.9998316347906994,0.49983163479069936,3.7737476454357695
179,046,046_01,046_01_01,NA,0219,challies,5.426008968609949,Challies_2011,article,Danna M. Challies; Maree Hunt; Maryanne Garry; David N. Harper,WHATEVER} {GAVE} {YOU} {THAT} {IDEA}? {FALSE} {MEMORIES} {FOLLOWING} {EQUIVALENCE} {TRAINING}: A {BEHAVIORAL} {ACCOUNT} {OF} {THE} {MISINFORMATION} {EFFECT,2011,Journal of the Experimental Analysis of Behavior,10.1901/jeab.2011.96-343,en,en,nz,students,lab,NA,NA,0,0,0,0,50,24,26,between,NA,NA,0.89,0.83,0.225,0.234,proportion,0,omit,omit,consistent,"comparing reports of ""old"" responses in the control group and the task group.","figure 4, p.355 - extracted with a ruler.",NA,NA,NA,NA,NA,NA,NA,no_manipulation,0,0,visual,patterns_challis_2011,NA,1,0,0,visual,patterns,no_manipulation,no_manipulation,0,1,0,0,recognition,text,NA,NA,NA,NA,NA,A very special study that uses visual memory of patterns as both event and exposure.,0,0.25706864469879,0.0807890480090779,2011,0.23822771375437546,-6.430630995787598e-5,0.8078029179040985,0.9373493052820754,0.8617949715778659,0.7422888312827315,0.25638599569884934,0.23978151357254562,1.2447961489929174,-1.0812237416911326,2.5658014042565958,0.8171151244234616,0.31711512442346157,0.7378222088223617
180,047,047_01,047_01_01,144_01_01,0220,chan,13.426008968609949,Chan_2018,article,Elisha Chan; Helen M. Paterson; Celine van Golde,The effects of repeatedly recalling a traumatic event on eyewitness memory and suggestibility,2018,Memory,10.1080/09658211.2018.1533563,en,en,au,students,lab,course_credit,NA,0,0,0,0,92,23,23,within,NA,NA,3.69,2.65,0.57,0.81,count,0,omit,omit,no_misinformation,trauma recall on peripheral details,"table 4, p.543",19.06,NA,1.98,NA,NA,0.06799999999999995,NA,no_manipulation,0,0,visual,fatal_car_accident_takarangi_2012,traumatic,1,0,336,text,eyewitness,no_manipulation,no_manipulation,0,0,0,0,free_recall,text,peripheral,10,10,20,NA,"this is a 4X4X2 study examing peripheral and central details on a traumatic car accident video. There is 4 RES conditions, one group does no recall, 3 groups do 4 recalls over a period of a week. Two weeks after the event they do a free recall test which is rated and scored on inclusions of certain details(5 per condition)",0,1.4594760832997,0.110109461279607,2019,-0.28277228624562456,0.004104654827772062,1.1249038187675744,0.9107131620698689,1.2351900308664618,0.8781015693615855,0.25951326099900984,0.36946492429298317,1.3867382144301876,-0.9471095790122459,2.703312717735417,0.999994544847885,0.49999454484788497,5.263193134755343
181,047,047_01,047_01_02,144_01_02,0221,chan,13.426008968609949,Chan_2018,article,Elisha Chan; Helen M. Paterson; Celine van Golde,The effects of repeatedly recalling a traumatic event on eyewitness memory and suggestibility,2018,Memory,10.1080/09658211.2018.1533563,en,en,au,students,lab,course_credit,NA,0,0,0,0,92,21,21,within,NA,NA,8.67,5.42,0.52,0.51,count,0,omit,omit,no_misinformation,non-trauma recall on peripheral details,"table 4, p.544",19.06,NA,1.99,NA,NA,0.06799999999999995,NA,no_manipulation,0,0,visual,fatal_car_accident_takarangi_2012,traumatic,1,0,336,text,eyewitness,no_manipulation,no_manipulation,0,0,0,0,free_recall,text,peripheral,10,10,20,NA,"this is a 4X4X2 study examing peripheral and central details on a traumatic car accident video. There is 4 RES conditions, one group does no recall, 3 groups do 4 recalls over a period of a week. Two weeks after the event they do a free recall test which is rated and scored on inclusions of certain details(5 per condition)",0,6.19119293939212,0.551557976342606,2019,0.21522771375437544,0.01033086242477336,1.4496076186787286,0.8840551192782261,1.639725382578226,0.5693722978282114,0.3449008462528949,-0.10662093906484904,1.2453655347212718,-1.3093643403855202,2.448108936041943,1,0.5,Inf
182,047,047_01,047_01_03,144_01_03,0222,chan,13.426008968609949,Chan_2018,article,Elisha Chan; Helen M. Paterson; Celine van Golde,The effects of repeatedly recalling a traumatic event on eyewitness memory and suggestibility,2018,Memory,10.1080/09658211.2018.1533563,en,en,au,students,lab,course_credit,NA,0,0,0,0,92,21,21,within,NA,NA,6.65,3.71,0.78,0.9,count,0,omit,omit,no_misinformation,complete recall on peripheral detail,"table 4, p.545",19.06,NA,1.1,NA,NA,0.06799999999999995,NA,no_manipulation,0,0,visual,fatal_car_accident_takarangi_2012,traumatic,1,0,336,text,eyewitness,no_manipulation,no_manipulation,0,0,0,0,free_recall,text,peripheral,10,10,20,NA,"this is a 4X4X2 study examing peripheral and central details on a traumatic car accident video. There is 4 RES conditions, one group does no recall, 3 groups do 4 recalls over a period of a week. Two weeks after the event they do a free recall test which is rated and scored on inclusions of certain details(5 per condition)",0,3.42516612847817,0.234901940567549,2019,0.01322771375437548,0.004492679557896375,3.944427198752379,0.9748091951590424,4.046358218962878,0.9914376239272313,0.3454143807162839,0.31443787798110845,1.6684373698733541,-0.8876614036528989,2.8705366515073614,0.9999999999992087,0.49999999999920874,12.10168301139405
183,047,047_01,047_01_04,144_01_04,0223,chan,13.426008968609949,Chan_2018,article,Elisha Chan; Helen M. Paterson; Celine van Golde,The effects of repeatedly recalling a traumatic event on eyewitness memory and suggestibility,2018,Memory,10.1080/09658211.2018.1533563,en,en,au,students,lab,course_credit,NA,0,0,0,0,92,23,23,within,NA,NA,2.63,1.8,0.74,0.81,count,0,omit,omit,no_misinformation,no recall on peripheral details,"table 4, p.546",19.06,NA,1.101,NA,NA,0.06799999999999995,NA,no_manipulation,0,0,visual,fatal_car_accident_takarangi_2012,traumatic,0,0,336,text,eyewitness,no_manipulation,no_manipulation,0,0,0,0,free_recall,text,peripheral,10,10,20,NA,"this is a 4X4X2 study examing peripheral and central details on a traumatic car accident video. There is 4 RES conditions, one group does no recall, 3 groups do 4 recalls over a period of a week. Two weeks after the event they do a free recall test which is rated and scored on inclusions of certain details(5 per condition)",0,1.05151896276287,0.0989749144461946,2019,-0.38877228624562454,0.001903211929680123,0.045821421536706736,0.8950676697772206,0.05119324838099843,0.10008345565873727,0.25607092169351803,-0.4018063283485344,0.6019732396660089,-1.7232590395221168,1.9234259508395914,0.9995846689218905,0.49958466892189046,3.3816055705840937
184,047,047_01,047_01_01,144_01_01,0224,chan,13.426008968609949,Chan_2018,article,Elisha Chan; Helen M. Paterson; Celine van Golde,The effects of repeatedly recalling a traumatic event on eyewitness memory and suggestibility,2018,Memory,10.1080/09658211.2018.1533563,en,en,au,students,lab,course_credit,NA,0,0,0,0,92,23,23,within,NA,NA,7.45,3.8,0.24,0.54,count,0,omit,omit,no_misinformation,trauma_recall on central details,"table 4, p.547",19.06,NA,1.102,NA,NA,0.06799999999999995,NA,no_manipulation,0,0,visual,fatal_car_accident_takarangi_2012,traumatic,1,0,336,text,eyewitness,no_manipulation,no_manipulation,0,0,0,0,free_recall,text,central,10,10,20,NA,"this is a 4X4X2 study examing peripheral and central details on a traumatic car accident video. There is 4 RES conditions, one group does no recall, 3 groups do 4 recalls over a period of a week. Two weeks after the event they do a free recall test which is rated and scored on inclusions of certain details(5 per condition)",0,8.5852687332141,0.888117817625039,2019,0.09322771375437544,-0.0014752599146681314,0.8043463481811303,0.9049862164274171,0.8887940319758909,0.6372575070574896,0.2546753040884128,0.13810308329241416,1.136411930822565,-1.1853339551758109,2.4598489692907903,1,0.5,Inf
185,047,047_01,047_01_02,144_01_02,0225,chan,13.426008968609949,Chan_2018,article,Elisha Chan; Helen M. Paterson; Celine van Golde,The effects of repeatedly recalling a traumatic event on eyewitness memory and suggestibility,2018,Memory,10.1080/09658211.2018.1533563,en,en,au,students,lab,course_credit,NA,0,0,0,0,92,21,21,within,NA,NA,5.57,3.37,0.14,0.48,count,0,omit,omit,no_misinformation,non-trauma recall on central details,"table 4, p.548",19.06,NA,1.103,NA,NA,0.06799999999999995,NA,no_manipulation,0,0,visual,fatal_car_accident_takarangi_2012,traumatic,1,0,336,text,eyewitness,no_manipulation,no_manipulation,0,0,0,0,free_recall,text,central,10,10,20,NA,"this is a 4X4X2 study examing peripheral and central details on a traumatic car accident video. There is 4 RES conditions, one group does no recall, 3 groups do 4 recalls over a period of a week. Two weeks after the event they do a free recall test which is rated and scored on inclusions of certain details(5 per condition)",0,6.10500955496082,0.538942162692415,2019,-0.0947722862456245,0.0035417410829654936,1.1297711902603456,0.9095726929568194,1.2420900484464958,0.8050166644093742,0.25933910107401337,0.2967213665213153,1.3133119622974332,-1.0200993892421701,2.630132718060919,1,0.5,Inf
186,047,047_01,047_01_03,144_01_03,0226,chan,13.426008968609949,Chan_2018,article,Elisha Chan; Helen M. Paterson; Celine van Golde,The effects of repeatedly recalling a traumatic event on eyewitness memory and suggestibility,2018,Memory,10.1080/09658211.2018.1533563,en,en,au,students,lab,course_credit,NA,0,0,0,0,92,21,21,within,NA,NA,7.22,2.32,0.39,0.66,count,0,omit,omit,no_misinformation,complete recall on central detail,"table 4, p.549",19.06,NA,1.104,NA,NA,0.06799999999999995,NA,no_manipulation,0,0,visual,fatal_car_accident_takarangi_2012,traumatic,1,0,336,text,eyewitness,no_manipulation,no_manipulation,0,0,0,0,free_recall,text,central,10,10,20,NA,"this is a 4X4X2 study examing peripheral and central details on a traumatic car accident video. There is 4 RES conditions, one group does no recall, 3 groups do 4 recalls over a period of a week. Two weeks after the event they do a free recall test which is rated and scored on inclusions of certain details(5 per condition)",0,8.86853544636757,1.03155858289855,2019,0.07022771375437542,0.00393506428916668,0.8378136538297708,0.8971344833495687,0.933877439089939,0.40361503859761927,0.25943304263457284,-0.1048643813657878,0.9120944585610263,-1.421552301666774,2.2287823788620127,1,0.5,Inf
187,047,047_01,047_01_04,144_01_04,0227,chan,13.426008968609949,Chan_2018,article,Elisha Chan; Helen M. Paterson; Celine van Golde,The effects of repeatedly recalling a traumatic event on eyewitness memory and suggestibility,2018,Memory,10.1080/09658211.2018.1533563,en,en,au,students,lab,course_credit,NA,0,0,0,0,92,23,23,within,NA,NA,3.46,1.78,0.3,0.47,count,0,omit,omit,no_misinformation,no recall on central details,"table 4, p.550",19.06,NA,1.105,NA,NA,0.06799999999999995,NA,no_manipulation,0,0,visual,fatal_car_accident_takarangi_2012,traumatic,0,0,336,text,eyewitness,no_manipulation,no_manipulation,0,0,0,0,free_recall,text,central,10,10,20,NA,"this is a 4X4X2 study examing peripheral and central details on a traumatic car accident video. There is 4 RES conditions, one group does no recall, 3 groups do 4 recalls over a period of a week. Two weeks after the event they do a free recall test which is rated and scored on inclusions of certain details(5 per condition)",0,4.18790737405736,0.277593132322652,2019,-0.3057722862456246,0.002009696594511103,1.981864583568045,0.925180908415267,2.1421373544799587,0.8969381470250448,0.2594318005374313,0.3884611615273005,1.4054151325227893,-0.9282285150149865,2.722104809065076,0.9999999999999991,0.4999999999999991,15.05149978319906
