"","id_record","id_study","id_control","id_effect","authors","publication_year","bibtexkey","category","author","title","year","journal","doi","language_record","language_materials","country","population","modality","incentives","incentive_notes","preregistered","open_data","open_data_claimed","open_materials","n_total","n_control","n_mi","within_between","accuracy_control_prop","accuracy_mi_prop","accuracy_control_mean","accuracy_mi_mean","accuracy_control_sd","accuracy_mi_sd","accuracy_type","accuracy_reverse","test_statistic","statistic_type","control_type","notes_comparison","notes_source","age_mean","age_median","age_sd","age_min","age_max","gender_female_prop","neuro_condition","preevent_valence","preevent_warning","preevent_alcohol","event_medium","event_materials","event_valence","postevent_recall","postevent_warning","postevent_retention_interval","exposure_medium","exposure_method","exposure_credibility","exposure_valence","postexposure_recall","postexposure_retention_interval","postexposure_warning","postexposure_correction","test_type","test_medium","item_centrality","items_control","items_misled","items_total","notes_moderators","notes_general","total_accuracy_control_mean","total_accuracy_mi_mean","total_accuracy_control_sd","total_accuracy_mi_sd","total_accuracy_control_prop","total_accuracy_mi_prop","id"
"344","085","085_02","085_02_03","0344","saunders & macleod",2002,NA,NA,"",NA,NA,NA,"10.1037//1076-898X.8.2.127","en","en","gb","students","lab",NA,NA,0,0,0,0,90,30,30,"within",NA,NA,0.94,0.5,NA,NA,"proportion",0,"omit","omit",NA,"no delay misinfo vs noncritical error (reversed)","Table 4, p. 135",NA,NA,NA,NA,NA,0.589,NA,"no_manipulation",0,0,"visual","burglary_narrative_saunders_macleod_2002",NA,2,0,0,"text","questionnaire",NA,"no_manipulation",0,0,0,0,"recognition","text",NA,NA,1,NA,NA,"control items - new items at the test. gender distr generalized across conditions",0.94,0.5,NA,NA,NA,NA,368
"345","086","086_01","086_01_01","0345","frost & weaver",1997,"Frost_1997","article","Peter Frost; Charles A. Weaver","Overcoming Misinformation Effects in Eyewitness Memory: Effects of Encoding Time and Event Cues",1997,"Memory","10.1080/741941545","en","en","us","students","lab",NA,NA,0,0,0,0,96,24,24,"within",NA,NA,0.58,0.38,0.22,0.355,"proportion",0,"omit","omit","no_misinformation","numerous cues 4 sec","Fig 1, p.730, data extracted with ruler",NA,NA,NA,NA,NA,0.667,NA,"no_manipulation",0,0,"visual","theft_slides_mccloskey_zaragoza_1985",NA,0,0,0,"text","initial_test",NA,"no_manipulation",0,0,0,0,"cued_recall","text",NA,2,2,9,"numerous cues in recall, 4 sec encoding","Experiment 1 was designed to examine if the effects of misleading information could be eliminated by increasing the number of event cues presented at retrieval. gender distr was generalized across all conditions",0.58,0.38,0.22,0.355,NA,NA,377
"346","086","086_01","086_01_01","0346","frost & weaver",1997,"Frost_1997","article","Peter Frost; Charles A. Weaver","Overcoming Misinformation Effects in Eyewitness Memory: Effects of Encoding Time and Event Cues",1997,"Memory","10.1080/741941545","en","en","us","students","lab",NA,NA,0,0,0,0,96,24,24,"within",NA,NA,0.42,0.27,0.453,0.306,"proportion",0,"omit","omit","no_misinformation","few cues 4 sec","Fig 1, p.730, data extracted with ruler",NA,NA,NA,NA,NA,0.667,NA,"no_manipulation",0,0,"visual","theft_slides_mccloskey_zaragoza_1985",NA,0,0,0,"text","initial_test",NA,"no_manipulation",0,0,0,0,"cued_recall","text",NA,2,2,9,"few cues in recall, 4 sec encoding","Experiment 1 was designed to examine if the effects of misleading information could be eliminated by increasing the number of event cues presented at retrieval. gender distr was generalized across all conditions",0.42,0.27,0.453,0.306,NA,NA,378
"347","086","086_01","086_01_02","0347","frost & weaver",1997,"Frost_1997","article","Peter Frost; Charles A. Weaver","Overcoming Misinformation Effects in Eyewitness Memory: Effects of Encoding Time and Event Cues",1997,"Memory","10.1080/741941545","en","en","us","students","lab",NA,NA,0,0,0,0,96,24,24,"within",NA,NA,0.63,0.48,0.318,0.465,"proportion",0,"omit","omit","no_misinformation","numerous cues 7 sec","Fig 1, p.730, data extracted with ruler",NA,NA,NA,NA,NA,0.667,NA,"no_manipulation",0,0,"visual","theft_slides_mccloskey_zaragoza_1985",NA,0,0,0,"text","initial_test",NA,"no_manipulation",0,0,0,0,"cued_recall","text",NA,2,2,9,"numerous cues in recall 7 sec encoding","Experiment 1 was designed to examine if the effects of misleading information could be eliminated by increasing the number of event cues presented at retrieval. gender distr was generalized across all conditions",0.63,0.48,0.318,0.465,NA,NA,379
"348","086","086_01","086_01_02","0348","frost & weaver",1997,"Frost_1997","article","Peter Frost; Charles A. Weaver","Overcoming Misinformation Effects in Eyewitness Memory: Effects of Encoding Time and Event Cues",1997,"Memory","10.1080/741941545","en","en","us","students","lab",NA,NA,0,0,0,0,96,24,24,"within",NA,NA,0.54,0.33,0.49,0.392,"proportion",0,"omit","omit","no_misinformation","few cues 7 sec","Fig 1, p.730, data extracted with ruler",NA,NA,NA,NA,NA,0.667,NA,"no_manipulation",0,0,"visual","theft_slides_mccloskey_zaragoza_1985",NA,0,0,0,"text","initial_test",NA,"no_manipulation",0,0,0,0,"cued_recall","text",NA,2,2,9,"few cues in recall, 7 sec encoding","Experiment 1 was designed to examine if the effects of misleading information could be eliminated by increasing the number of event cues presented at retrieval. gender distr was generalized across all conditions",0.54,0.33,0.49,0.392,NA,NA,380
"349","086","086_02","086_02_01","0349","frost & weaver",1997,"Frost_1997","article","Peter Frost; Charles A. Weaver","Overcoming Misinformation Effects in Eyewitness Memory: Effects of Encoding Time and Event Cues",1997,"Memory","10.1080/741941545","en","en","us","students","lab",NA,NA,0,0,0,0,96,24,24,"within",NA,NA,0.56,0.21,0.343,0.404,"proportion",0,"omit","omit","no_misinformation","numerous cues 4 sec","Fig 3, p. 733, data extracted with ruler",NA,NA,NA,NA,NA,0.625,NA,"no_manipulation",0,0,"visual","theft_slides_mccloskey_zaragoza_1985",NA,0,0,0,"text","initial_test",NA,"no_manipulation",0,168,0,0,"cued_recall","text",NA,2,2,9,"numerous cues in recall 4 sec encoding","Experiment 2 was designed to examine if the effects of misleading information could be eliminated by increasing the number of event cues presented at retrieval. They increased retention interval by one week in the second experiment. gender distr was generalized across all conditions",0.56,0.21,0.343,0.404,NA,NA,381
"350","086","086_02","086_02_01","0350","frost & weaver",1997,"Frost_1997","article","Peter Frost; Charles A. Weaver","Overcoming Misinformation Effects in Eyewitness Memory: Effects of Encoding Time and Event Cues",1997,"Memory","10.1080/741941545","en","en","us","students","lab",NA,NA,0,0,0,0,96,24,24,"within",NA,NA,0.4,0.13,0.367,0.269,"proportion",0,"omit","omit","no_misinformation","few cues 4 sec","Fig 3, p. 733, data extracted with ruler",NA,NA,NA,NA,NA,0.625,NA,"no_manipulation",0,0,"visual","theft_slides_mccloskey_zaragoza_1985",NA,0,0,0,"text","initial_test",NA,"no_manipulation",0,168,0,0,"cued_recall","text",NA,2,2,9,"few cues in recall 4 sec encoding","Experiment 2 was designed to examine if the effects of misleading information could be eliminated by increasing the number of event cues presented at retrieval. They increased retention interval by one week in the second experiment. gender distr was generalized across all conditions",0.4,0.13,0.367,0.269,NA,NA,382
"351","086","086_02","086_02_02","0351","frost & weaver",1997,"Frost_1997","article","Peter Frost; Charles A. Weaver","Overcoming Misinformation Effects in Eyewitness Memory: Effects of Encoding Time and Event Cues",1997,"Memory","10.1080/741941545","en","en","us","students","lab",NA,NA,0,0,0,0,96,24,24,"within",NA,NA,0.5,0.46,0.269,0.527,"proportion",0,"omit","omit","no_misinformation","numerous cues 7 sec","Fig 3, p. 733, data extracted with ruler",NA,NA,NA,NA,NA,0.625,NA,"no_manipulation",0,0,"visual","theft_slides_mccloskey_zaragoza_1985",NA,0,0,0,"text","initial_test",NA,"no_manipulation",0,168,0,0,"cued_recall","text",NA,2,2,9,"numerous cues in recall, 7 sec encoding","Experiment 2 was designed to examine if the effects of misleading information could be eliminated by increasing the number of event cues presented at retrieval. They increased retention interval by one week in the second experiment. gender distr was generalized across all conditions",0.5,0.46,0.269,0.527,NA,NA,383
"352","086","086_02","086_02_02","0352","frost & weaver",1997,"Frost_1997","article","Peter Frost; Charles A. Weaver","Overcoming Misinformation Effects in Eyewitness Memory: Effects of Encoding Time and Event Cues",1997,"Memory","10.1080/741941545","en","en","us","students","lab",NA,NA,0,0,0,0,96,24,24,"within",NA,NA,0.57,0.17,0.269,0.294,"proportion",0,"omit","omit","no_misinformation","few cues 7 sec","Fig 3, p. 733, data extracted with ruler",NA,NA,NA,NA,NA,0.625,NA,"no_manipulation",0,0,"visual","theft_slides_mccloskey_zaragoza_1985",NA,0,0,0,"text","initial_test",NA,"no_manipulation",0,168,0,0,"cued_recall","text",NA,2,2,9,"few cues in recall, 7 sec encoding","Experiment 2 was designed to examine if the effects of misleading information could be eliminated by increasing the number of event cues presented at retrieval. They increased retention interval by one week in the second experiment. gender distr was generalized across all conditions",0.57,0.17,0.269,0.294,NA,NA,384
"353","086","086_03","086_03_01","0353","frost & weaver",1997,"Frost_1997","article","Peter Frost; Charles A. Weaver","Overcoming Misinformation Effects in Eyewitness Memory: Effects of Encoding Time and Event Cues",1997,"Memory","10.1080/741941545","en","en","us","students","lab",NA,NA,0,0,0,0,96,24,24,"within",NA,NA,0.52,0.44,0.404,0.318,"proportion",0,"omit","omit","no_misinformation","numerous cues 4 sec","Fig 5, p. 737, data extracted with ruler",NA,NA,NA,NA,NA,0.719,NA,"no_manipulation",0,0,"visual","theft_slides_mccloskey_zaragoza_1985",NA,0,0,0,"text","initial_test",NA,"no_manipulation",0,168,0,0,"cued_recall","text",NA,2,2,9,"numerous cues in recall 4 sec encoding","Experiment 3 was designed to examine if the effects of misleading information could be eliminated by increasing the number of event cues presented at retrieval. They increased retention interval by one week as the second experiment, but they added new response alternatives in the final test. gender distr was generalized across all conditions",0.52,0.44,0.404,0.318,NA,NA,385
"354","086","086_03","086_03_01","0354","frost & weaver",1997,"Frost_1997","article","Peter Frost; Charles A. Weaver","Overcoming Misinformation Effects in Eyewitness Memory: Effects of Encoding Time and Event Cues",1997,"Memory","10.1080/741941545","en","en","us","students","lab",NA,NA,0,0,0,0,96,24,24,"within",NA,NA,0.24,0.25,0.245,0.282,"proportion",0,"omit","omit","no_misinformation","few cues 4 sec","Fig 5, p. 737, data extracted with ruler",NA,NA,NA,NA,NA,0.719,NA,"no_manipulation",0,0,"visual","theft_slides_mccloskey_zaragoza_1985",NA,0,0,0,"text","initial_test",NA,"no_manipulation",0,168,0,0,"cued_recall","text",NA,2,2,9,"few cues in recall 4 sec encoding","Experiment 3 was designed to examine if the effects of misleading information could be eliminated by increasing the number of event cues presented at retrieval. They increased retention interval by one week as the second experiment, but they added new response alternatives in the final test. gender distr was generalized across all conditions",0.24,0.25,0.245,0.282,NA,NA,386
"355","086","086_03","086_03_02","0355","frost & weaver",1997,"Frost_1997","article","Peter Frost; Charles A. Weaver","Overcoming Misinformation Effects in Eyewitness Memory: Effects of Encoding Time and Event Cues",1997,"Memory","10.1080/741941545","en","en","us","students","lab",NA,NA,0,0,0,0,96,24,24,"within",NA,NA,0.47,0.57,0.465,0.343,"proportion",0,"omit","omit","no_misinformation","numerous cues 7 sec","Fig 5, p. 737, data extracted with ruler",NA,NA,NA,NA,NA,0.719,NA,"no_manipulation",0,0,"visual","theft_slides_mccloskey_zaragoza_1985",NA,0,0,0,"text","initial_test",NA,"no_manipulation",0,168,0,0,"cued_recall","text",NA,2,2,9,"numerous cues in recall, 7 sec encoding","Experiment 3 was designed to examine if the effects of misleading information could be eliminated by increasing the number of event cues presented at retrieval. They increased retention interval by one week as the second experiment, but they added new response alternatives in the final test. gender distr was generalized across all conditions",0.47,0.57,0.465,0.343,NA,NA,387
"356","086","086_03","086_03_02","0356","frost & weaver",1997,"Frost_1997","article","Peter Frost; Charles A. Weaver","Overcoming Misinformation Effects in Eyewitness Memory: Effects of Encoding Time and Event Cues",1997,"Memory","10.1080/741941545","en","en","us","students","lab",NA,NA,0,0,0,0,96,24,24,"within",NA,NA,0.5,0.31,0.343,0.294,"proportion",0,"omit","omit","no_misinformation","few cues 7 sec","Fig 5, p. 737, data extracted with ruler",NA,NA,NA,NA,NA,0.719,NA,"no_manipulation",0,0,"visual","theft_slides_mccloskey_zaragoza_1985",NA,0,0,0,"text","initial_test",NA,"no_manipulation",0,168,0,0,"cued_recall","text",NA,2,2,9,"few cues in recall, 7 sec encoding","Experiment 3 was designed to examine if the effects of misleading information could be eliminated by increasing the number of event cues presented at retrieval. They increased retention interval by one week as the second experiment, but they added new response alternatives in the final test. gender distr was generalized across all conditions",0.5,0.31,0.343,0.294,NA,NA,388
"357","087","087_01","087_01_01","0357","templeton & wilcox",2000,"Templeton_2000","article","Leslie M. Templeton; Sharon A. Wilcox","A Tale of Two Representations: The Misinformation Effect and Children{\textquotesingle}s Developing Theory of Mind",2000,"Child Development","10.1111/1467-8624.00153","en","en","us","community","lab",NA,NA,0,0,0,0,209,20,20,"within",NA,NA,0.625,0.575,NA,NA,"proportion",0,"omit","omit","consistent","3 year olds misleading accurate modified","Table 1, p. 410",3.7,NA,NA,3,3.11,0.45,NA,"no_manipulation",0,0,"audiovisual","sesame_street",NA,0,0,0,"audio","narrative",NA,"no_manipulation",0,0,0,0,"recognition","live",NA,4,4,12,NA,"Children and adults were given a standard misin formation task with either an original memory test or a modified memory test to assess their susceptibility to misleading inform",0.625,0.575,NA,NA,NA,NA,389
"358","087","087_01","087_01_02","0358","templeton & wilcox",2000,"Templeton_2000","article","Leslie M. Templeton; Sharon A. Wilcox","A Tale of Two Representations: The Misinformation Effect and Children{\textquotesingle}s Developing Theory of Mind",2000,"Child Development","10.1111/1467-8624.00153","en","en","us","community","lab",NA,NA,0,0,0,0,209,21,21,"within",NA,NA,0.728,0.641,NA,NA,"proportion",0,"omit","omit","consistent","4 year olds misleading accurate modified","Table 1, p. 410",5.23,NA,NA,4,5,0.523,NA,"no_manipulation",0,0,"audiovisual","sesame_street",NA,0,0,0,"audio","narrative",NA,"no_manipulation",0,0,0,0,"recognition","live",NA,4,4,12,NA,"Children and adults were given a standard misin formation task with either an original memory test or a modified memory test to assess their susceptibility to misleading inform",0.728,0.641,NA,NA,NA,NA,390
"359","087","087_01","087_01_03","0359","templeton & wilcox",2000,"Templeton_2000","article","Leslie M. Templeton; Sharon A. Wilcox","A Tale of Two Representations: The Misinformation Effect and Children{\textquotesingle}s Developing Theory of Mind",2000,"Child Development","10.1111/1467-8624.00153","en","en","us","community","lab",NA,NA,0,0,0,0,209,17,17,"within",NA,NA,0.891,0.766,NA,NA,"proportion",0,"omit","omit","consistent","6 year olds misleading accurate modified","Table 1, p. 410",6.5,NA,NA,6,7.27,0.424,NA,"no_manipulation",0,0,"audiovisual","sesame_street",NA,0,0,0,"audio","narrative",NA,"no_manipulation",0,0,0,0,"recognition","live",NA,4,4,12,NA,"Children and adults were given a standard misin formation task with either an original memory test or a modified memory test to assess their susceptibility to misleading inform",0.891,0.766,NA,NA,NA,NA,391
"360","087","087_01","087_01_04","0360","templeton & wilcox",2000,"Templeton_2000","article","Leslie M. Templeton; Sharon A. Wilcox","A Tale of Two Representations: The Misinformation Effect and Children{\textquotesingle}s Developing Theory of Mind",2000,"Child Development","10.1111/1467-8624.00153","en","en","us","students","lab",NA,NA,0,0,0,0,209,16,16,"within",NA,NA,0.953,0.844,NA,NA,"proportion",0,"omit","omit","consistent","adults olds misleading accurate modified","Table 1, p. 410",25,NA,NA,18,62,0.688,NA,"no_manipulation",0,0,"audiovisual","sesame_street",NA,0,0,0,"audio","narrative",NA,"no_manipulation",0,0,0,0,"recognition","live",NA,4,4,12,NA,"Children and adults were given a standard misin formation task with either an original memory test or a modified memory test to assess their susceptibility to misleading inform",0.953,0.844,NA,NA,NA,NA,392
"361","087","087_01","087_01_05","0361","templeton & wilcox",2000,"Templeton_2000","article","Leslie M. Templeton; Sharon A. Wilcox","A Tale of Two Representations: The Misinformation Effect and Children{\textquotesingle}s Developing Theory of Mind",2000,"Child Development","10.1111/1467-8624.00153","en","en","us","community","lab",NA,NA,0,0,0,0,209,20,20,"within",NA,NA,0.563,0.35,0.279,0.235,"proportion",0,"omit","omit","consistent","3 year olds misleading accurate original","Table 1, p. 410",3.7,NA,NA,3,3.11,0.45,NA,"no_manipulation",0,0,"audiovisual","sesame_street",NA,0,0,0,"audio","narrative",NA,"no_manipulation",0,0,0,0,"modified_test","live",NA,4,4,12,NA,"Children and adults were given a standard misin formation task with either an original memory test or a modified memory test to assess their susceptibility to misleading inform",0.563,0.35,0.279,0.235,NA,NA,393
"362","087","087_01","087_01_06","0362","templeton & wilcox",2000,"Templeton_2000","article","Leslie M. Templeton; Sharon A. Wilcox","A Tale of Two Representations: The Misinformation Effect and Children{\textquotesingle}s Developing Theory of Mind",2000,"Child Development","10.1111/1467-8624.00153","en","en","us","community","lab",NA,NA,0,0,0,0,209,23,23,"within",NA,NA,0.726,0.452,NA,NA,"proportion",0,"omit","omit","consistent","4 year olds misleading accurate original","Table 1, p. 410",5.23,NA,NA,4,5,0.523,NA,"no_manipulation",0,0,"audiovisual","sesame_street",NA,0,0,0,"audio","narrative",NA,"no_manipulation",0,0,0,0,"modified_test","live",NA,4,4,12,NA,"Children and adults were given a standard misin formation task with either an original memory test or a modified memory test to assess their susceptibility to misleading inform",0.726,0.452,NA,NA,NA,NA,394
"363","087","087_01","087_01_07","0363","templeton & wilcox",2000,"Templeton_2000","article","Leslie M. Templeton; Sharon A. Wilcox","A Tale of Two Representations: The Misinformation Effect and Children{\textquotesingle}s Developing Theory of Mind",2000,"Child Development","10.1111/1467-8624.00153","en","en","us","community","lab",NA,NA,0,0,0,0,209,16,16,"within",NA,NA,0.912,0.25,NA,NA,"proportion",0,"omit","omit","consistent","6 year olds misleading accurate original","Table 1, p. 410",6.5,NA,NA,6,7.27,0.424,NA,"no_manipulation",0,0,"audiovisual","sesame_street",NA,0,0,0,"audio","narrative",NA,"no_manipulation",0,0,0,0,"modified_test","live",NA,4,4,12,NA,"Children and adults were given a standard misin formation task with either an original memory test or a modified memory test to assess their susceptibility to misleading inform",0.912,0.25,NA,NA,NA,NA,395
"364","087","087_01","087_01_08","0364","templeton & wilcox",2000,"Templeton_2000","article","Leslie M. Templeton; Sharon A. Wilcox","A Tale of Two Representations: The Misinformation Effect and Children{\textquotesingle}s Developing Theory of Mind",2000,"Child Development","10.1111/1467-8624.00153","en","en","us","students","lab",NA,NA,0,0,0,0,209,16,16,"within",NA,NA,0.953,0.266,NA,NA,"proportion",0,"omit","omit","consistent","adults misleading accurate original","Table 1, p. 410",25,NA,NA,18,62,0.688,NA,"no_manipulation",0,0,"audiovisual","sesame_street",NA,0,0,0,"audio","narrative",NA,"no_manipulation",0,0,0,0,"modified_test","live",NA,4,4,12,NA,"Children and adults were given a standard misin formation task with either an original memory test or a modified memory test to assess their susceptibility to misleading inform",0.953,0.266,NA,NA,NA,NA,396
"365","088","088_01","088_01_01","0365","saunders",2012,"Saunders_2012","article","Jo Saunders","The role of self-esteem in the misinformation effect",2012,"Memory","10.1080/09658211.2011.640690","en","en","gb","students","lab","course_credit",NA,0,0,0,0,100,25,25,"between",NA,NA,0.6,0.52,0.41,0.37,"proportion",0,"omit","omit","no_misinformation","high salient","Table 1, p.93",23.5,NA,NA,NA,NA,0.5,NA,"no_manipulation",0,0,"visual","street_robbery_saunders_2012",NA,0,0,0,"text","questionnaire",NA,"no_manipulation",0,0,0,0,"recognition","text",NA,2,2,NA,"high self-esteem, salient items","The study had a 2 (self-esteem: high or low)2 (misled: misinformation or no misinformation)2 (misled item: salient and non-salient) mixed design with repeated measures on the latter factor. Gender distr was generalized across conditions. Participants were divided into two groups based on a medium split of their self-esteem scores,",0.6,0.52,0.41,0.37,NA,NA,397
"366","088","088_01","088_01_02","0366","saunders",2012,"Saunders_2012","article","Jo Saunders","The role of self-esteem in the misinformation effect",2012,"Memory","10.1080/09658211.2011.640690","en","en","gb","students","lab","course_credit",NA,0,0,0,0,100,25,25,"between",NA,NA,0.62,0.32,0.39,0.32,"proportion",0,"omit","omit","no_misinformation","low salient","Table 1, p.93",23.5,NA,NA,NA,NA,0.5,NA,"no_manipulation",0,0,"visual","street_robbery_saunders_2012",NA,0,0,0,"text","questionnaire",NA,"no_manipulation",0,0,0,0,"recognition","text",NA,2,2,NA,"low self-esteem, salient items","The study had a 2 (self-esteem: high or low)2 (misled: misinformation or no misinformation)2 (misled item: salient and non-salient) mixed design with repeated measures on the latter factor. Gender distr was generalized across conditions. Participants were divided into two groups based on a medium split of their self-esteem scores,",0.62,0.32,0.39,0.32,NA,NA,398
"367","088","088_01","088_01_01","0367","saunders",2012,"Saunders_2012","article","Jo Saunders","The role of self-esteem in the misinformation effect",2012,"Memory","10.1080/09658211.2011.640690","en","en","gb","students","lab","course_credit",NA,0,0,0,0,100,25,25,"between",NA,NA,0.66,0.6,0.37,0.41,"proportion",0,"omit","omit","no_misinformation","high non-salient","Table 1, p.93",23.5,NA,NA,NA,NA,0.5,NA,"no_manipulation",0,0,"visual","street_robbery_saunders_2012",NA,0,0,0,"text","questionnaire",NA,"no_manipulation",0,0,0,0,"recognition","text",NA,2,2,NA,"high self-esteem, nonsalient items","The study had a 2 (self-esteem: high or low)2 (misled: misinformation or no misinformation)2 (misled item: salient and non-salient) mixed design with repeated measures on the latter factor. Gender distr was generalized across conditions. Participants were divided into two groups based on a medium split of their self-esteem scores,",0.66,0.6,0.37,0.41,NA,NA,399
"368","088","088_01","088_01_02","0368","saunders",2012,"Saunders_2012","article","Jo Saunders","The role of self-esteem in the misinformation effect",2012,"Memory","10.1080/09658211.2011.640690","en","en","gb","students","lab","course_credit",NA,0,0,0,0,100,25,25,"between",NA,NA,0.48,0.28,0.39,0.33,"proportion",0,"omit","omit","no_misinformation","low non-salient","Table 1, p.93",23.5,NA,NA,NA,NA,0.5,NA,"no_manipulation",0,0,"visual","street_robbery_saunders_2012",NA,0,0,0,"text","questionnaire",NA,"no_manipulation",0,0,0,0,"recognition","text",NA,2,2,NA,"low self-esteem, nonsalient items","The study had a 2 (self-esteem: high or low)2 (misled: misinformation or no misinformation)2 (misled item: salient and non-salient) mixed design with repeated measures on the latter factor. Gender distr was generalized across conditions. Participants were divided into two groups based on a medium split of their self-esteem scores,",0.48,0.28,0.39,0.33,NA,NA,400
"369","088","088_02","088_02_01","0369","saunders",2012,"Saunders_2012","article","Jo Saunders","The role of self-esteem in the misinformation effect",2012,"Memory","10.1080/09658211.2011.640690","en","en","gb","students","lab","course_credit",NA,0,0,0,0,100,25,25,"between",NA,NA,0.24,0.2,0.36,0.32,"proportion",1,"omit","omit","no_misinformation","high central","Table 2, p.94",23.7,NA,NA,NA,NA,0.5,NA,"no_manipulation",0,0,"visual","street_robbery_saunders_2012",NA,0,0,0,"text","questionnaire",NA,"no_manipulation",0,0,0,0,"modified_test","text",NA,2,2,NA,"high self-esteem, salient items","The study had a 2 (self-esteem: high or low)2 (misled: misinformation or no misinformation)2 (misled item: salient and non-salient) mixed design with repeated measures on the latter factor. Gender distr was generalized across conditions. Participants were divided into two groups based on a medium split of their self-esteem scores,",0.76,0.8,0.36,0.32,NA,NA,401
"370","088","088_02","088_02_02","0370","saunders",2012,"Saunders_2012","article","Jo Saunders","The role of self-esteem in the misinformation effect",2012,"Memory","10.1080/09658211.2011.640690","en","en","gb","students","lab","course_credit",NA,0,0,0,0,100,25,25,"between",NA,NA,0.28,0.24,0.36,0.36,"proportion",1,"omit","omit","no_misinformation","low central","Table 2, p.94",23.7,NA,NA,NA,NA,0.5,NA,"no_manipulation",0,0,"visual","street_robbery_saunders_2012",NA,0,0,0,"text","questionnaire",NA,"no_manipulation",0,0,0,0,"modified_test","text",NA,2,2,NA,"low self-esteem, salient items","The study had a 2 (self-esteem: high or low)2 (misled: misinformation or no misinformation)2 (misled item: salient and non-salient) mixed design with repeated measures on the latter factor. Gender distr was generalized across conditions. Participants were divided into two groups based on a medium split of their self-esteem scores,",0.72,0.76,0.36,0.36,NA,NA,402
"371","088","088_02","088_02_01","0371","saunders",2012,"Saunders_2012","article","Jo Saunders","The role of self-esteem in the misinformation effect",2012,"Memory","10.1080/09658211.2011.640690","en","en","gb","students","lab","course_credit",NA,0,0,0,0,100,25,25,"between",NA,NA,0.38,0.34,0.44,0.37,"proportion",1,"omit","omit","no_misinformation","high peripheral","Table 2, p.94",23.7,NA,NA,NA,NA,0.5,NA,"no_manipulation",0,0,"visual","street_robbery_saunders_2012",NA,0,0,0,"text","questionnaire",NA,"no_manipulation",0,0,0,0,"modified_test","text",NA,2,2,NA,"high self-esteem, nonsalient items","The study had a 2 (self-esteem: high or low)2 (misled: misinformation or no misinformation)2 (misled item: salient and non-salient) mixed design with repeated measures on the latter factor. Gender distr was generalized across conditions. Participants were divided into two groups based on a medium split of their self-esteem scores,",0.62,0.66,0.44,0.37,NA,NA,403
"372","088","088_02","088_02_02","0372","saunders",2012,"Saunders_2012","article","Jo Saunders","The role of self-esteem in the misinformation effect",2012,"Memory","10.1080/09658211.2011.640690","en","en","gb","students","lab","course_credit",NA,0,0,0,0,100,25,25,"between",NA,NA,0.34,0.32,0.35,0.35,"proportion",1,"omit","omit","no_misinformation","low peripheral","Table 2, p.94",23.7,NA,NA,NA,NA,0.5,NA,"no_manipulation",0,0,"visual","street_robbery_saunders_2012",NA,0,0,0,"text","questionnaire",NA,"no_manipulation",0,0,0,0,"modified_test","text",NA,2,2,NA,"low self-esteem, nonsalient items","The study had a 2 (self-esteem: high or low)2 (misled: misinformation or no misinformation)2 (misled item: salient and non-salient) mixed design with repeated measures on the latter factor. Gender distr was generalized across conditions. Participants were divided into two groups based on a medium split of their self-esteem scores,",0.66,0.68,0.35,0.35,NA,NA,404
"373","088","088_03","088_03_01","0373","saunders",2012,"Saunders_2012","article","Jo Saunders","The role of self-esteem in the misinformation effect",2012,"Memory","10.1080/09658211.2011.640690","en","en","gb","students","lab","course_credit",NA,0,0,0,0,100,25,25,"between",NA,NA,0.4,0.46,0.41,0.43,"proportion",1,"omit","omit","no_misinformation","high central","Table 3, p.95",22.1,NA,NA,NA,NA,0.5,NA,"no_manipulation",0,0,"visual","street_robbery_saunders_2012",NA,0,0,72,"text","questionnaire",NA,"no_manipulation",0,0,0,0,"modified_test","text",NA,2,2,NA,"high self-esteem, salient items","The study had a 2 (self-esteem: high or low)2 (misled: misinformation or no misinformation)2 (misled item: salient and non-salient) mixed design with repeated measures on the latter factor. Gender distr was generalized across conditions. Participants were divided into two groups based on a medium split of their self-esteem scores,",0.6,0.54,0.41,0.43,NA,NA,405
"374","088","088_03","088_03_02","0374","saunders",2012,"Saunders_2012","article","Jo Saunders","The role of self-esteem in the misinformation effect",2012,"Memory","10.1080/09658211.2011.640690","en","en","gb","students","lab","course_credit",NA,0,0,0,0,100,25,25,"between",NA,NA,0.44,0.48,0.39,0.42,"proportion",1,"omit","omit","no_misinformation","low central","Table 3, p.95",22.1,NA,NA,NA,NA,0.5,NA,"no_manipulation",0,0,"visual","street_robbery_saunders_2012",NA,0,0,72,"text","questionnaire",NA,"no_manipulation",0,0,0,0,"modified_test","text",NA,2,2,NA,"low self-esteem, salient items","The study had a 2 (self-esteem: high or low)2 (misled: misinformation or no misinformation)2 (misled item: salient and non-salient) mixed design with repeated measures on the latter factor. Gender distr was generalized across conditions. Participants were divided into two groups based on a medium split of their self-esteem scores,",0.56,0.52,0.39,0.42,NA,NA,406
